#: table_doi: 10.17182/hepdata.90835.v1/t85
#: name: T2bb efficiency
#: description: The efficiency times acceptance of the SMS models for T2bb as function of the bottom squark and LSP masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t2bb_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Efficiency,
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
973.36,1936.0,0.0
973.36,1949.1,0.0
973.36,1962.3,0.0
973.36,1975.4,0.0
973.36,1988.5,0.0
973.36,2001.6,0.0
973.36,2014.7,0.0
973.36,2027.8,0.0
973.36,2041.0,0.0
973.36,2054.1,0.0
973.36,2067.2,0.0
973.36,2080.3,0.0
973.36,2093.4,0.0
988.49,7.5594,0.58999
988.49,20.678,0.58951
988.49,33.797,0.58919
988.49,46.916,0.58891
988.49,60.034,0.58863
988.49,73.153,0.58835
988.49,86.272,0.58807
988.49,99.391,0.58779
988.49,112.51,0.58736
988.49,125.63,0.58687
988.49,138.75,0.58618
988.49,151.87,0.58548
988.49,164.98,0.58478
988.49,178.1,0.58409
988.49,191.22,0.58339
988.49,204.34,0.5814
988.49,217.46,0.578
988.49,230.58,0.57608
988.49,243.7,0.57415
988.49,256.82,0.57223
988.49,269.93,0.57031
988.49,283.05,0.56838
988.49,296.17,0.56669
988.49,309.29,0.56459
988.49,322.41,0.56226
988.49,335.53,0.55993
988.49,348.65,0.55815
988.49,361.77,0.55581
988.49,374.88,0.55338
988.49,388.0,0.55096
988.49,401.12,0.5463
988.49,414.24,0.54167
988.49,427.36,0.53713
988.49,440.48,0.53259
988.49,453.6,0.5275
988.49,466.72,0.52172
988.49,479.83,0.51713
988.49,492.95,0.51253
988.49,506.07,0.50714
988.49,519.19,0.50082
988.49,532.31,0.49451
988.49,545.43,0.48739
988.49,558.55,0.47713
988.49,571.67,0.4674
988.49,584.78,0.45819
988.49,597.9,0.44899
988.49,611.02,0.43843
988.49,624.14,0.42762
988.49,637.26,0.41681
988.49,650.38,0.40261
988.49,663.5,0.38714
988.49,676.62,0.37168
988.49,689.73,0.35573
988.49,702.85,0.33476
988.49,715.97,0.31311
988.49,729.09,0.29299
988.49,742.21,0.27288
988.49,755.33,0.2535
988.49,768.45,0.23278
988.49,781.57,0.2099
988.49,794.68,0.18701
988.49,807.8,0.16625
988.49,820.92,0.14758
988.49,834.04,0.12917
988.49,847.16,0.11765
988.49,860.28,0.10948
988.49,873.4,0.099012
988.49,886.52,0.092923
988.49,899.63,0.090671
988.49,912.75,0.086514
988.49,925.87,0.082898
988.49,938.99,0.08039
988.49,952.11,0.077457
988.49,965.23,0.0
988.49,978.35,0.0
988.49,991.47,0.0
988.49,1004.6,0.0
988.49,1017.7,0.0
988.49,1030.8,0.0
988.49,1043.9,0.0
988.49,1057.1,0.0
988.49,1070.2,0.0
988.49,1083.3,0.0
988.49,1096.4,0.0
988.49,1109.5,0.0
988.49,1122.7,0.0
988.49,1135.8,0.0
988.49,1148.9,0.0
988.49,1162.0,0.0
988.49,1175.1,0.0
988.49,1188.2,0.0
988.49,1201.4,0.0
988.49,1214.5,0.0
988.49,1227.6,0.0
988.49,1240.7,0.0
988.49,1253.8,0.0
988.49,1267.0,0.0
988.49,1280.1,0.0
988.49,1293.2,0.0
988.49,1306.3,0.0
988.49,1319.4,0.0
988.49,1332.6,0.0
988.49,1345.7,0.0
988.49,1358.8,0.0
988.49,1371.9,0.0
988.49,1385.0,0.0
988.49,1398.1,0.0
988.49,1411.3,0.0
988.49,1424.4,0.0
988.49,1437.5,0.0
988.49,1450.6,0.0
988.49,1463.7,0.0
988.49,1476.9,0.0
988.49,1490.0,0.0
988.49,1503.1,0.0
988.49,1516.2,0.0
988.49,1529.3,0.0
988.49,1542.5,0.0
988.49,1555.6,0.0
988.49,1568.7,0.0
988.49,1581.8,0.0
988.49,1594.9,0.0
988.49,1608.0,0.0
988.49,1621.2,0.0
988.49,1634.3,0.0
988.49,1647.4,0.0
988.49,1660.5,0.0
988.49,1673.6,0.0
988.49,1686.8,0.0
988.49,1699.9,0.0
988.49,1713.0,0.0
988.49,1726.1,0.0
988.49,1739.2,0.0
988.49,1752.4,0.0
988.49,1765.5,0.0
988.49,1778.6,0.0
988.49,1791.7,0.0
988.49,1804.8,0.0
988.49,1817.9,0.0
988.49,1831.1,0.0
988.49,1844.2,0.0
988.49,1857.3,0.0
988.49,1870.4,0.0
988.49,1883.5,0.0
988.49,1896.7,0.0
988.49,1909.8,0.0
988.49,1922.9,0.0
988.49,1936.0,0.0
988.49,1949.1,0.0
988.49,1962.3,0.0
988.49,1975.4,0.0
988.49,1988.5,0.0
988.49,2001.6,0.0
988.49,2014.7,0.0
988.49,2027.8,0.0
988.49,2041.0,0.0
988.49,2054.1,0.0
988.49,2067.2,0.0
988.49,2080.3,0.0
988.49,2093.4,0.0
1003.6,7.5594,0.59345
1003.6,20.678,0.59317
1003.6,33.797,0.59289
1003.6,46.916,0.59261
1003.6,60.034,0.59234
1003.6,73.153,0.59206
1003.6,86.272,0.59178
1003.6,99.391,0.5916
1003.6,112.51,0.59093
1003.6,125.63,0.59023
1003.6,138.75,0.58953
1003.6,151.87,0.58884
1003.6,164.98,0.58814
1003.6,178.1,0.58744
1003.6,191.22,0.58675
1003.6,204.34,0.58593
1003.6,217.46,0.58396
1003.6,230.58,0.58203
1003.6,243.7,0.58011
1003.6,256.82,0.57819
1003.6,269.93,0.57626
1003.6,283.05,0.57434
1003.6,296.17,0.57242
1003.6,309.29,0.57024
1003.6,322.41,0.56791
1003.6,335.53,0.56558
1003.6,348.65,0.56325
1003.6,361.77,0.56099
1003.6,374.88,0.55857
1003.6,388.0,0.55614
1003.6,401.12,0.55354
1003.6,414.24,0.549
1003.6,427.36,0.54446
1003.6,440.48,0.53992
1003.6,453.6,0.53619
1003.6,466.72,0.53159
1003.6,479.83,0.52699
1003.6,492.95,0.5224
1003.6,506.07,0.51665
1003.6,519.19,0.51034
1003.6,532.31,0.50403
1003.6,545.43,0.49771
1003.6,558.55,0.48952
1003.6,571.67,0.48032
1003.6,584.78,0.47111
1003.6,597.9,0.4624
1003.6,611.02,0.45253
1003.6,624.14,0.44172
1003.6,637.26,0.4309
1003.6,650.38,0.42025
1003.6,663.5,0.40567
1003.6,676.62,0.39021
1003.6,689.73,0.37474
1003.6,702.85,0.35975
1003.6,715.97,0.34003
1003.6,729.09,0.31991
1003.6,742.21,0.29979
1003.6,755.33,0.27854
1003.6,768.45,0.25566
1003.6,781.57,0.23277
1003.6,794.68,0.20989
1003.6,807.8,0.18923
1003.6,820.92,0.17081
1003.6,834.04,0.15239
1003.6,847.16,0.13397
1003.6,860.28,0.11859
1003.6,873.4,0.10789
1003.6,886.52,0.10074
1003.6,899.63,0.095293
1003.6,912.75,0.091031
1003.6,925.87,0.086741
1003.6,938.99,0.083948
1003.6,952.11,0.080761
1003.6,965.23,0.077099
1003.6,978.35,0.074041
1003.6,991.47,0.0
1003.6,1004.6,0.0
1003.6,1017.7,0.0
1003.6,1030.8,0.0
1003.6,1043.9,0.0
1003.6,1057.1,0.0
1003.6,1070.2,0.0
1003.6,1083.3,0.0
1003.6,1096.4,0.0
1003.6,1109.5,0.0
1003.6,1122.7,0.0
1003.6,1135.8,0.0
1003.6,1148.9,0.0
1003.6,1162.0,0.0
1003.6,1175.1,0.0
1003.6,1188.2,0.0
1003.6,1201.4,0.0
1003.6,1214.5,0.0
1003.6,1227.6,0.0
1003.6,1240.7,0.0
1003.6,1253.8,0.0
1003.6,1267.0,0.0
1003.6,1280.1,0.0
1003.6,1293.2,0.0
1003.6,1306.3,0.0
1003.6,1319.4,0.0
1003.6,1332.6,0.0
1003.6,1345.7,0.0
1003.6,1358.8,0.0
1003.6,1371.9,0.0
1003.6,1385.0,0.0
1003.6,1398.1,0.0
1003.6,1411.3,0.0
1003.6,1424.4,0.0
1003.6,1437.5,0.0
1003.6,1450.6,0.0
1003.6,1463.7,0.0
1003.6,1476.9,0.0
1003.6,1490.0,0.0
1003.6,1503.1,0.0
1003.6,1516.2,0.0
1003.6,1529.3,0.0
1003.6,1542.5,0.0
1003.6,1555.6,0.0
1003.6,1568.7,0.0
1003.6,1581.8,0.0
1003.6,1594.9,0.0
1003.6,1608.0,0.0
1003.6,1621.2,0.0
1003.6,1634.3,0.0
1003.6,1647.4,0.0
1003.6,1660.5,0.0
1003.6,1673.6,0.0
1003.6,1686.8,0.0
1003.6,1699.9,0.0
1003.6,1713.0,0.0
1003.6,1726.1,0.0
1003.6,1739.2,0.0
1003.6,1752.4,0.0
1003.6,1765.5,0.0
1003.6,1778.6,0.0
1003.6,1791.7,0.0
1003.6,1804.8,0.0
1003.6,1817.9,0.0
1003.6,1831.1,0.0
1003.6,1844.2,0.0
1003.6,1857.3,0.0
1003.6,1870.4,0.0
1003.6,1883.5,0.0
1003.6,1896.7,0.0
1003.6,1909.8,0.0
1003.6,1922.9,0.0
1003.6,1936.0,0.0
1003.6,1949.1,0.0
1003.6,1962.3,0.0
1003.6,1975.4,0.0
1003.6,1988.5,0.0
1003.6,2001.6,0.0
1003.6,2014.7,0.0
1003.6,2027.8,0.0
1003.6,2041.0,0.0
1003.6,2054.1,0.0
1003.6,2067.2,0.0
1003.6,2080.3,0.0
1003.6,2093.4,0.0
1018.8,7.5594,0.59637
1018.8,20.678,0.59609
1018.8,33.797,0.59581
1018.8,46.916,0.59553
1018.8,60.034,0.59526
1018.8,73.153,0.59513
1018.8,86.272,0.59505
1018.8,99.391,0.59497
1018.8,112.51,0.5943
1018.8,125.63,0.5936
1018.8,138.75,0.5929
1018.8,151.87,0.59221
1018.8,164.98,0.59164
1018.8,178.1,0.59161
1018.8,191.22,0.59157
1018.8,204.34,0.59084
1018.8,217.46,0.58867
1018.8,230.58,0.58651
1018.8,243.7,0.58446
1018.8,256.82,0.58253
1018.8,269.93,0.58061
1018.8,283.05,0.57869
1018.8,296.17,0.57676
1018.8,309.29,0.57463
1018.8,322.41,0.57238
1018.8,335.53,0.57005
1018.8,348.65,0.56772
1018.8,361.77,0.56582
1018.8,374.88,0.5637
1018.8,388.0,0.56128
1018.8,401.12,0.55867
1018.8,414.24,0.55414
1018.8,427.36,0.5496
1018.8,440.48,0.54684
1018.8,453.6,0.54425
1018.8,466.72,0.54009
1018.8,479.83,0.53557
1018.8,492.95,0.53097
1018.8,506.07,0.52499
1018.8,519.19,0.51744
1018.8,532.31,0.51113
1018.8,545.43,0.50482
1018.8,558.55,0.49662
1018.8,571.67,0.48742
1018.8,584.78,0.47936
1018.8,597.9,0.47443
1018.8,611.02,0.46456
1018.8,624.14,0.45374
1018.8,637.26,0.44324
1018.8,650.38,0.43306
1018.8,663.5,0.42118
1018.8,676.62,0.40715
1018.8,689.73,0.39168
1018.8,702.85,0.37669
1018.8,715.97,0.36338
1018.8,729.09,0.3447
1018.8,742.21,0.32458
1018.8,755.33,0.30334
1018.8,768.45,0.28045
1018.8,781.57,0.25766
1018.8,794.68,0.23901
1018.8,807.8,0.21706
1018.8,820.92,0.19382
1018.8,834.04,0.1754
1018.8,847.16,0.15698
1018.8,860.28,0.13604
1018.8,873.4,0.11828
1018.8,886.52,0.10883
1018.8,899.63,0.10127
1018.8,912.75,0.096721
1018.8,925.87,0.092055
1018.8,938.99,0.088719
1018.8,952.11,0.085015
1018.8,965.23,0.08181
1018.8,978.35,0.079065
1018.8,991.47,0.077052
1018.8,1004.6,0.0
1018.8,1017.7,0.0
1018.8,1030.8,0.0
1018.8,1043.9,0.0
1018.8,1057.1,0.0
1018.8,1070.2,0.0
1018.8,1083.3,0.0
1018.8,1096.4,0.0
1018.8,1109.5,0.0
1018.8,1122.7,0.0
1018.8,1135.8,0.0
1018.8,1148.9,0.0
1018.8,1162.0,0.0
1018.8,1175.1,0.0
1018.8,1188.2,0.0
1018.8,1201.4,0.0
1018.8,1214.5,0.0
1018.8,1227.6,0.0
1018.8,1240.7,0.0
1018.8,1253.8,0.0
1018.8,1267.0,0.0
1018.8,1280.1,0.0
1018.8,1293.2,0.0
1018.8,1306.3,0.0
1018.8,1319.4,0.0
1018.8,1332.6,0.0
1018.8,1345.7,0.0
1018.8,1358.8,0.0
1018.8,1371.9,0.0
1018.8,1385.0,0.0
1018.8,1398.1,0.0
1018.8,1411.3,0.0
1018.8,1424.4,0.0
1018.8,1437.5,0.0
1018.8,1450.6,0.0
1018.8,1463.7,0.0
1018.8,1476.9,0.0
1018.8,1490.0,0.0
1018.8,1503.1,0.0
1018.8,1516.2,0.0
1018.8,1529.3,0.0
1018.8,1542.5,0.0
1018.8,1555.6,0.0
1018.8,1568.7,0.0
1018.8,1581.8,0.0
1018.8,1594.9,0.0
1018.8,1608.0,0.0
1018.8,1621.2,0.0
1018.8,1634.3,0.0
1018.8,1647.4,0.0
1018.8,1660.5,0.0
1018.8,1673.6,0.0
1018.8,1686.8,0.0
1018.8,1699.9,0.0
1018.8,1713.0,0.0
1018.8,1726.1,0.0
1018.8,1739.2,0.0
1018.8,1752.4,0.0
1018.8,1765.5,0.0
1018.8,1778.6,0.0
1018.8,1791.7,0.0
1018.8,1804.8,0.0
1018.8,1817.9,0.0
1018.8,1831.1,0.0
1018.8,1844.2,0.0
1018.8,1857.3,0.0
1018.8,1870.4,0.0
1018.8,1883.5,0.0
1018.8,1896.7,0.0
1018.8,1909.8,0.0
1018.8,1922.9,0.0
1018.8,1936.0,0.0
1018.8,1949.1,0.0
1018.8,1962.3,0.0
1018.8,1975.4,0.0
1018.8,1988.5,0.0
1018.8,2001.6,0.0
1018.8,2014.7,0.0
1018.8,2027.8,0.0
1018.8,2041.0,0.0
1018.8,2054.1,0.0
1018.8,2067.2,0.0
1018.8,2080.3,0.0
1018.8,2093.4,0.0
1033.9,7.5594,0.59929
1033.9,20.678,0.59901
1033.9,33.797,0.59875
1033.9,46.916,0.59866
1033.9,60.034,0.59858
1033.9,73.153,0.5985
1033.9,86.272,0.59842
1033.9,99.391,0.59834
1033.9,112.51,0.59767
1033.9,125.63,0.59697
1033.9,138.75,0.5966
1033.9,151.87,0.59657
1033.9,164.98,0.59654
1033.9,178.1,0.59651
1033.9,191.22,0.59648
1033.9,204.34,0.59574
1033.9,217.46,0.59357
1033.9,230.58,0.59141
1033.9,243.7,0.58925
1033.9,256.82,0.58708
1033.9,269.93,0.58496
1033.9,283.05,0.58303
1033.9,296.17,0.58111
1033.9,309.29,0.57898
1033.9,322.41,0.57676
1033.9,335.53,0.57452
1033.9,348.65,0.5722
1033.9,361.77,0.5703
1033.9,374.88,0.56845
1033.9,388.0,0.56642
1033.9,401.12,0.56381
1033.9,414.24,0.55927
1033.9,427.36,0.55691
1033.9,440.48,0.5549
1033.9,453.6,0.55231
1033.9,466.72,0.54816
1033.9,479.83,0.544
1033.9,492.95,0.53954
1033.9,506.07,0.53356
1033.9,519.19,0.52597
1033.9,532.31,0.51838
1033.9,545.43,0.51192
1033.9,558.55,0.50372
1033.9,571.67,0.49633
1033.9,584.78,0.49139
1033.9,597.9,0.48646
1033.9,611.02,0.47659
1033.9,624.14,0.46619
1033.9,637.26,0.45606
1033.9,650.38,0.44588
1033.9,663.5,0.43399
1033.9,676.62,0.4221
1033.9,689.73,0.40862
1033.9,702.85,0.39363
1033.9,715.97,0.38031
1033.9,729.09,0.367
1033.9,742.21,0.34937
1033.9,755.33,0.32813
1033.9,768.45,0.30599
1033.9,781.57,0.28733
1033.9,794.68,0.26867
1033.9,807.8,0.24672
1033.9,820.92,0.22253
1033.9,834.04,0.19841
1033.9,847.16,0.17999
1033.9,860.28,0.15905
1033.9,873.4,0.13867
1033.9,886.52,0.12133
1033.9,899.63,0.11204
1033.9,912.75,0.10712
1033.9,925.87,0.097715
1033.9,938.99,0.092982
1033.9,952.11,0.089557
1033.9,965.23,0.087113
1033.9,978.35,0.084369
1033.9,991.47,0.082284
1033.9,1004.6,0.078355
1033.9,1017.7,0.0
1033.9,1030.8,0.0
1033.9,1043.9,0.0
1033.9,1057.1,0.0
1033.9,1070.2,0.0
1033.9,1083.3,0.0
1033.9,1096.4,0.0
1033.9,1109.5,0.0
1033.9,1122.7,0.0
1033.9,1135.8,0.0
1033.9,1148.9,0.0
1033.9,1162.0,0.0
1033.9,1175.1,0.0
1033.9,1188.2,0.0
1033.9,1201.4,0.0
1033.9,1214.5,0.0
1033.9,1227.6,0.0
1033.9,1240.7,0.0
1033.9,1253.8,0.0
1033.9,1267.0,0.0
1033.9,1280.1,0.0
1033.9,1293.2,0.0
1033.9,1306.3,0.0
1033.9,1319.4,0.0
1033.9,1332.6,0.0
1033.9,1345.7,0.0
1033.9,1358.8,0.0
1033.9,1371.9,0.0
1033.9,1385.0,0.0
1033.9,1398.1,0.0
1033.9,1411.3,0.0
1033.9,1424.4,0.0
1033.9,1437.5,0.0
1033.9,1450.6,0.0
1033.9,1463.7,0.0
1033.9,1476.9,0.0
1033.9,1490.0,0.0
1033.9,1503.1,0.0
1033.9,1516.2,0.0
1033.9,1529.3,0.0
1033.9,1542.5,0.0
1033.9,1555.6,0.0
1033.9,1568.7,0.0
1033.9,1581.8,0.0
1033.9,1594.9,0.0
1033.9,1608.0,0.0
1033.9,1621.2,0.0
1033.9,1634.3,0.0
1033.9,1647.4,0.0
1033.9,1660.5,0.0
1033.9,1673.6,0.0
1033.9,1686.8,0.0
1033.9,1699.9,0.0
1033.9,1713.0,0.0
1033.9,1726.1,0.0
1033.9,1739.2,0.0
1033.9,1752.4,0.0
1033.9,1765.5,0.0
1033.9,1778.6,0.0
1033.9,1791.7,0.0
1033.9,1804.8,0.0
1033.9,1817.9,0.0
1033.9,1831.1,0.0
1033.9,1844.2,0.0
1033.9,1857.3,0.0
1033.9,1870.4,0.0
1033.9,1883.5,0.0
1033.9,1896.7,0.0
1033.9,1909.8,0.0
1033.9,1922.9,0.0
1033.9,1936.0,0.0
1033.9,1949.1,0.0
1033.9,1962.3,0.0
1033.9,1975.4,0.0
1033.9,1988.5,0.0
1033.9,2001.6,0.0
1033.9,2014.7,0.0
1033.9,2027.8,0.0
1033.9,2041.0,0.0
1033.9,2054.1,0.0
1033.9,2067.2,0.0
1033.9,2080.3,0.0
1033.9,2093.4,0.0
1049.0,7.5594,0.60228
1049.0,20.678,0.6022
1049.0,33.797,0.60212
1049.0,46.916,0.60203
1049.0,60.034,0.60195
1049.0,73.153,0.60187
1049.0,86.272,0.60179
1049.0,99.391,0.60171
1049.0,112.51,0.60157
1049.0,125.63,0.60154
1049.0,138.75,0.60151
1049.0,151.87,0.60148
1049.0,164.98,0.60144
1049.0,178.1,0.60141
1049.0,191.22,0.60138
1049.0,204.34,0.60064
1049.0,217.46,0.59848
1049.0,230.58,0.59631
1049.0,243.7,0.59415
1049.0,256.82,0.59199
1049.0,269.93,0.58982
1049.0,283.05,0.58766
1049.0,296.17,0.58549
1049.0,309.29,0.58332
1049.0,322.41,0.5811
1049.0,335.53,0.57888
1049.0,348.65,0.57666
1049.0,361.77,0.57477
1049.0,374.88,0.57292
1049.0,388.0,0.57107
1049.0,401.12,0.56897
1049.0,414.24,0.56697
1049.0,427.36,0.56497
1049.0,440.48,0.56297
1049.0,453.6,0.56037
1049.0,466.72,0.55622
1049.0,479.83,0.55206
1049.0,492.95,0.54791
1049.0,506.07,0.54213
1049.0,519.19,0.53454
1049.0,532.31,0.52696
1049.0,545.43,0.51937
1049.0,558.55,0.51329
1049.0,571.67,0.50835
1049.0,584.78,0.50342
1049.0,597.9,0.49849
1049.0,611.02,0.48913
1049.0,624.14,0.479
1049.0,637.26,0.46887
1049.0,650.38,0.45869
1049.0,663.5,0.4468
1049.0,676.62,0.43492
1049.0,689.73,0.42303
1049.0,702.85,0.41057
1049.0,715.97,0.39725
1049.0,729.09,0.38394
1049.0,742.21,0.37063
1049.0,755.33,0.35432
1049.0,768.45,0.33566
1049.0,781.57,0.317
1049.0,794.68,0.29834
1049.0,807.8,0.27639
1049.0,820.92,0.2522
1049.0,834.04,0.22801
1049.0,847.16,0.20382
1049.0,860.28,0.18366
1049.0,873.4,0.16429
1049.0,886.52,0.14492
1049.0,899.63,0.12602
1049.0,912.75,0.11505
1049.0,925.87,0.10391
1049.0,938.99,0.098529
1049.0,952.11,0.093826
1049.0,965.23,0.091899
1049.0,978.35,0.089384
1049.0,991.47,0.084677
1049.0,1004.6,0.080748
1049.0,1017.7,0.078268
1049.0,1030.8,0.0
1049.0,1043.9,0.0
1049.0,1057.1,0.0
1049.0,1070.2,0.0
1049.0,1083.3,0.0
1049.0,1096.4,0.0
1049.0,1109.5,0.0
1049.0,1122.7,0.0
1049.0,1135.8,0.0
1049.0,1148.9,0.0
1049.0,1162.0,0.0
1049.0,1175.1,0.0
1049.0,1188.2,0.0
1049.0,1201.4,0.0
1049.0,1214.5,0.0
1049.0,1227.6,0.0
1049.0,1240.7,0.0
1049.0,1253.8,0.0
1049.0,1267.0,0.0
1049.0,1280.1,0.0
1049.0,1293.2,0.0
1049.0,1306.3,0.0
1049.0,1319.4,0.0
1049.0,1332.6,0.0
1049.0,1345.7,0.0
1049.0,1358.8,0.0
1049.0,1371.9,0.0
1049.0,1385.0,0.0
1049.0,1398.1,0.0
1049.0,1411.3,0.0
1049.0,1424.4,0.0
1049.0,1437.5,0.0
1049.0,1450.6,0.0
1049.0,1463.7,0.0
1049.0,1476.9,0.0
1049.0,1490.0,0.0
1049.0,1503.1,0.0
1049.0,1516.2,0.0
1049.0,1529.3,0.0
1049.0,1542.5,0.0
1049.0,1555.6,0.0
1049.0,1568.7,0.0
1049.0,1581.8,0.0
1049.0,1594.9,0.0
1049.0,1608.0,0.0
1049.0,1621.2,0.0
1049.0,1634.3,0.0
1049.0,1647.4,0.0
1049.0,1660.5,0.0
1049.0,1673.6,0.0
1049.0,1686.8,0.0
1049.0,1699.9,0.0
1049.0,1713.0,0.0
1049.0,1726.1,0.0
1049.0,1739.2,0.0
1049.0,1752.4,0.0
1049.0,1765.5,0.0
1049.0,1778.6,0.0
1049.0,1791.7,0.0
1049.0,1804.8,0.0
1049.0,1817.9,0.0
1049.0,1831.1,0.0
1049.0,1844.2,0.0
1049.0,1857.3,0.0
1049.0,1870.4,0.0
1049.0,1883.5,0.0
1049.0,1896.7,0.0
1049.0,1909.8,0.0
1049.0,1922.9,0.0
1049.0,1936.0,0.0
1049.0,1949.1,0.0
1049.0,1962.3,0.0
1049.0,1975.4,0.0
1049.0,1988.5,0.0
1049.0,2001.6,0.0
1049.0,2014.7,0.0
1049.0,2027.8,0.0
1049.0,2041.0,0.0
1049.0,2054.1,0.0
1049.0,2067.2,0.0
1049.0,2080.3,0.0
1049.0,2093.4,0.0
1064.1,7.5594,0.60648
1064.1,20.678,0.60653
1064.1,33.797,0.60653
1064.1,46.916,0.60645
1064.1,60.034,0.60637
1064.1,73.153,0.60629
1064.1,86.272,0.6062
1064.1,99.391,0.60612
1064.1,112.51,0.60609
1064.1,125.63,0.60606
1064.1,138.75,0.60602
1064.1,151.87,0.60599
1064.1,164.98,0.60596
1064.1,178.1,0.60551
1064.1,191.22,0.60463
1064.1,204.34,0.60332
1064.1,217.46,0.60115
1064.1,230.58,0.59899
1064.1,243.7,0.59683
1064.1,256.82,0.59466
1064.1,269.93,0.5925
1064.1,283.05,0.59112
1064.1,296.17,0.58986
1064.1,309.29,0.58792
1064.1,322.41,0.5857
1064.1,335.53,0.58348
1064.1,348.65,0.58107
1064.1,361.77,0.57866
1064.1,374.88,0.5767
1064.1,388.0,0.57485
1064.1,401.12,0.57299
1064.1,414.24,0.57099
1064.1,427.36,0.56899
1064.1,440.48,0.56746
1064.1,453.6,0.56585
1064.1,466.72,0.5617
1064.1,479.83,0.55754
1064.1,492.95,0.55384
1064.1,506.07,0.54932
1064.1,519.19,0.54276
1064.1,532.31,0.53517
1064.1,545.43,0.52758
1064.1,558.55,0.52173
1064.1,571.67,0.51681
1064.1,584.78,0.51187
1064.1,597.9,0.50694
1064.1,611.02,0.49764
1064.1,624.14,0.48751
1064.1,637.26,0.47782
1064.1,650.38,0.47173
1064.1,663.5,0.46336
1064.1,676.62,0.45164
1064.1,689.73,0.43976
1064.1,702.85,0.42756
1064.1,715.97,0.41425
1064.1,729.09,0.40094
1064.1,742.21,0.38843
1064.1,755.33,0.37393
1064.1,768.45,0.35527
1064.1,781.57,0.33661
1064.1,794.68,0.31982
1064.1,807.8,0.30275
1064.1,820.92,0.2816
1064.1,834.04,0.25741
1064.1,847.16,0.23322
1064.1,860.28,0.20928
1064.1,873.4,0.18858
1064.1,886.52,0.1692
1064.1,899.63,0.14983
1064.1,912.75,0.12998
1064.1,925.87,0.11796
1064.1,938.99,0.11122
1064.1,952.11,0.10097
1064.1,965.23,0.095369
1064.1,978.35,0.092841
1064.1,991.47,0.088483
1064.1,1004.6,0.084554
1064.1,1017.7,0.082172
1064.1,1030.8,0.079615
1064.1,1043.9,0.0
1064.1,1057.1,0.0
1064.1,1070.2,0.0
1064.1,1083.3,0.0
1064.1,1096.4,0.0
1064.1,1109.5,0.0
1064.1,1122.7,0.0
1064.1,1135.8,0.0
1064.1,1148.9,0.0
1064.1,1162.0,0.0
1064.1,1175.1,0.0
1064.1,1188.2,0.0
1064.1,1201.4,0.0
1064.1,1214.5,0.0
1064.1,1227.6,0.0
1064.1,1240.7,0.0
1064.1,1253.8,0.0
1064.1,1267.0,0.0
1064.1,1280.1,0.0
1064.1,1293.2,0.0
1064.1,1306.3,0.0
1064.1,1319.4,0.0
1064.1,1332.6,0.0
1064.1,1345.7,0.0
1064.1,1358.8,0.0
1064.1,1371.9,0.0
1064.1,1385.0,0.0
1064.1,1398.1,0.0
1064.1,1411.3,0.0
1064.1,1424.4,0.0
1064.1,1437.5,0.0
1064.1,1450.6,0.0
1064.1,1463.7,0.0
1064.1,1476.9,0.0
1064.1,1490.0,0.0
1064.1,1503.1,0.0
1064.1,1516.2,0.0
1064.1,1529.3,0.0
1064.1,1542.5,0.0
1064.1,1555.6,0.0
1064.1,1568.7,0.0
1064.1,1581.8,0.0
1064.1,1594.9,0.0
1064.1,1608.0,0.0
1064.1,1621.2,0.0
1064.1,1634.3,0.0
1064.1,1647.4,0.0
1064.1,1660.5,0.0
1064.1,1673.6,0.0
1064.1,1686.8,0.0
1064.1,1699.9,0.0
1064.1,1713.0,0.0
1064.1,1726.1,0.0
1064.1,1739.2,0.0
1064.1,1752.4,0.0
1064.1,1765.5,0.0
1064.1,1778.6,0.0
1064.1,1791.7,0.0
1064.1,1804.8,0.0
1064.1,1817.9,0.0
1064.1,1831.1,0.0
1064.1,1844.2,0.0
1064.1,1857.3,0.0
1064.1,1870.4,0.0
1064.1,1883.5,0.0
1064.1,1896.7,0.0
1064.1,1909.8,0.0
1064.1,1922.9,0.0
1064.1,1936.0,0.0
1064.1,1949.1,0.0
1064.1,1962.3,0.0
1064.1,1975.4,0.0
1064.1,1988.5,0.0
1064.1,2001.6,0.0
1064.1,2014.7,0.0
1064.1,2027.8,0.0
1064.1,2041.0,0.0
1064.1,2054.1,0.0
1064.1,2067.2,0.0
1064.1,2080.3,0.0
1064.1,2093.4,0.0
1079.3,7.5594,0.61066
1079.3,20.678,0.61071
1079.3,33.797,0.61076
1079.3,46.916,0.61082
1079.3,60.034,0.61086
1079.3,73.153,0.61077
1079.3,86.272,0.61069
1079.3,99.391,0.61061
1079.3,112.51,0.61058
1079.3,125.63,0.61054
1079.3,138.75,0.61051
1079.3,151.87,0.6098
1079.3,164.98,0.60892
1079.3,178.1,0.60803
1079.3,191.22,0.60715
1079.3,204.34,0.60584
1079.3,217.46,0.60367
1079.3,230.58,0.60151
