#: table_doi: 10.17182/hepdata.90835.v1/t86
#: name: T2qq efficiency
#: description: The efficiency times acceptance of the SMS models for T2qq as function of the LSP and light squark masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t2qq_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Efficiency,
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
866.12,502.65,0.42772
866.12,516.39,0.41314
866.12,530.13,0.39855
866.12,543.88,0.38637
866.12,557.62,0.37019
866.12,571.37,0.35007
866.12,585.11,0.33036
866.12,598.85,0.31476
866.12,612.6,0.29082
866.12,626.34,0.26611
866.12,640.08,0.24369
866.12,653.83,0.22245
866.12,667.57,0.19744
866.12,681.32,0.17562
866.12,695.06,0.15381
866.12,708.8,0.14019
866.12,722.55,0.13118
866.12,736.29,0.11984
866.12,750.03,0.09756
866.12,763.78,0.088139
866.12,777.52,0.084212
866.12,791.27,0.081414
866.12,805.01,0.079257
866.12,818.75,0.077968
866.12,832.5,0.075027
866.12,846.24,0.0
866.12,859.98,0.0
866.12,873.73,0.0
866.12,887.47,0.0
866.12,901.22,0.0
866.12,914.96,0.0
866.12,928.7,0.0
866.12,942.45,0.0
866.12,956.19,0.0
866.12,969.93,0.0
866.12,983.68,0.0
866.12,997.42,0.0
866.12,1011.2,0.0
866.12,1024.9,0.0
866.12,1038.7,0.0
866.12,1052.4,0.0
866.12,1066.1,0.0
866.12,1079.9,0.0
866.12,1093.6,0.0
866.12,1107.4,0.0
866.12,1121.1,0.0
866.12,1134.9,0.0
866.12,1148.6,0.0
866.12,1162.3,0.0
866.12,1176.1,0.0
866.12,1189.8,0.0
866.12,1203.6,0.0
866.12,1217.3,0.0
866.12,1231.1,0.0
866.12,1244.8,0.0
866.12,1258.6,0.0
866.12,1272.3,0.0
866.12,1286.0,0.0
866.12,1299.8,0.0
866.12,1313.5,0.0
866.12,1327.3,0.0
866.12,1341.0,0.0
866.12,1354.8,0.0
866.12,1368.5,0.0
866.12,1382.2,0.0
866.12,1396.0,0.0
866.12,1409.7,0.0
866.12,1423.5,0.0
866.12,1437.2,0.0
866.12,1451.0,0.0
866.12,1464.7,0.0
866.12,1478.5,0.0
866.12,1492.2,0.0
866.12,1505.9,0.0
866.12,1519.7,0.0
866.12,1533.4,0.0
866.12,1547.2,0.0
866.12,1560.9,0.0
866.12,1574.7,0.0
866.12,1588.4,0.0
866.12,1602.1,0.0
866.12,1615.9,0.0
866.12,1629.6,0.0
866.12,1643.4,0.0
866.12,1657.1,0.0
866.12,1670.9,0.0
866.12,1684.6,0.0
866.12,1698.4,0.0
866.12,1712.1,0.0
866.12,1725.8,0.0
866.12,1739.6,0.0
866.12,1753.3,0.0
866.12,1767.1,0.0
866.12,1780.8,0.0
866.12,1794.6,0.0
866.12,1808.3,0.0
866.12,1822.0,0.0
866.12,1835.8,0.0
866.12,1849.5,0.0
866.12,1863.3,0.0
866.12,1877.0,0.0
866.12,1890.8,0.0
866.12,1904.5,0.0
866.12,1918.3,0.0
866.12,1932.0,0.0
866.12,1945.7,0.0
866.12,1959.5,0.0
866.12,1973.2,0.0
866.12,1987.0,0.0
866.12,2000.7,0.0
866.12,2014.5,0.0
866.12,2028.2,0.0
866.12,2041.9,0.0
866.12,2055.7,0.0
866.12,2069.4,0.0
866.12,2083.2,0.0
866.12,2096.9,0.0
866.12,2110.7,0.0
866.12,2124.4,0.0
866.12,2138.2,0.0
866.12,2151.9,0.0
866.12,2165.6,0.0
866.12,2179.4,0.0
866.12,2193.1,0.0
879.93,7.8719,0.57168
879.93,21.616,0.57138
879.93,35.359,0.57107
879.93,49.103,0.57083
879.93,62.847,0.57063
879.93,76.591,0.57042
879.93,90.334,0.57022
879.93,104.08,0.56957
879.93,117.82,0.56788
879.93,131.57,0.56619
879.93,145.31,0.56457
879.93,159.05,0.56304
879.93,172.8,0.56152
879.93,186.54,0.55999
879.93,200.28,0.55845
879.93,214.03,0.55588
879.93,227.77,0.55385
879.93,241.52,0.55225
879.93,255.26,0.54984
879.93,269.0,0.54614
879.93,282.75,0.54311
879.93,296.49,0.54013
879.93,310.23,0.53639
879.93,323.98,0.53238
879.93,337.72,0.52795
879.93,351.47,0.52309
879.93,365.21,0.51731
879.93,378.95,0.51217
879.93,392.7,0.50738
879.93,406.44,0.50071
879.93,420.18,0.49193
879.93,433.93,0.48576
879.93,447.67,0.47959
879.93,461.42,0.47198
879.93,475.16,0.46407
879.93,488.9,0.45404
879.93,502.65,0.44223
879.93,516.39,0.42764
879.93,530.13,0.41548
879.93,543.88,0.4042
879.93,557.62,0.38802
879.93,571.37,0.36833
879.93,585.11,0.35273
879.93,598.85,0.33713
879.93,612.6,0.31319
879.93,626.34,0.29079
879.93,640.08,0.27115
879.93,653.83,0.24991
879.93,667.57,0.22452
879.93,681.32,0.19948
879.93,695.06,0.17767
879.93,708.8,0.16406
879.93,722.55,0.15264
879.93,736.29,0.13033
879.93,750.03,0.10806
879.93,763.78,0.098635
879.93,777.52,0.089214
879.93,791.27,0.085253
879.93,805.01,0.083096
879.93,818.75,0.080851
879.93,832.5,0.07791
879.93,846.24,0.075494
879.93,859.98,0.0
879.93,873.73,0.0
879.93,887.47,0.0
879.93,901.22,0.0
879.93,914.96,0.0
879.93,928.7,0.0
879.93,942.45,0.0
879.93,956.19,0.0
879.93,969.93,0.0
879.93,983.68,0.0
879.93,997.42,0.0
879.93,1011.2,0.0
879.93,1024.9,0.0
879.93,1038.7,0.0
879.93,1052.4,0.0
879.93,1066.1,0.0
879.93,1079.9,0.0
879.93,1093.6,0.0
879.93,1107.4,0.0
879.93,1121.1,0.0
879.93,1134.9,0.0
879.93,1148.6,0.0
879.93,1162.3,0.0
879.93,1176.1,0.0
879.93,1189.8,0.0
879.93,1203.6,0.0
879.93,1217.3,0.0
879.93,1231.1,0.0
879.93,1244.8,0.0
879.93,1258.6,0.0
879.93,1272.3,0.0
879.93,1286.0,0.0
879.93,1299.8,0.0
879.93,1313.5,0.0
879.93,1327.3,0.0
879.93,1341.0,0.0
879.93,1354.8,0.0
879.93,1368.5,0.0
879.93,1382.2,0.0
879.93,1396.0,0.0
879.93,1409.7,0.0
879.93,1423.5,0.0
879.93,1437.2,0.0
879.93,1451.0,0.0
879.93,1464.7,0.0
879.93,1478.5,0.0
879.93,1492.2,0.0
879.93,1505.9,0.0
879.93,1519.7,0.0
879.93,1533.4,0.0
879.93,1547.2,0.0
879.93,1560.9,0.0
879.93,1574.7,0.0
879.93,1588.4,0.0
879.93,1602.1,0.0
879.93,1615.9,0.0
879.93,1629.6,0.0
879.93,1643.4,0.0
879.93,1657.1,0.0
879.93,1670.9,0.0
879.93,1684.6,0.0
879.93,1698.4,0.0
879.93,1712.1,0.0
879.93,1725.8,0.0
879.93,1739.6,0.0
879.93,1753.3,0.0
879.93,1767.1,0.0
879.93,1780.8,0.0
879.93,1794.6,0.0
879.93,1808.3,0.0
879.93,1822.0,0.0
879.93,1835.8,0.0
879.93,1849.5,0.0
879.93,1863.3,0.0
879.93,1877.0,0.0
879.93,1890.8,0.0
879.93,1904.5,0.0
879.93,1918.3,0.0
879.93,1932.0,0.0
879.93,1945.7,0.0
879.93,1959.5,0.0
879.93,1973.2,0.0
879.93,1987.0,0.0
879.93,2000.7,0.0
879.93,2014.5,0.0
879.93,2028.2,0.0
879.93,2041.9,0.0
879.93,2055.7,0.0
879.93,2069.4,0.0
879.93,2083.2,0.0
879.93,2096.9,0.0
879.93,2110.7,0.0
879.93,2124.4,0.0
879.93,2138.2,0.0
879.93,2151.9,0.0
879.93,2165.6,0.0
879.93,2179.4,0.0
879.93,2193.1,0.0
893.75,7.8719,0.5763
893.75,21.616,0.57605
893.75,35.359,0.57585
893.75,49.103,0.57565
893.75,62.847,0.57544
893.75,76.591,0.57524
893.75,90.334,0.57504
893.75,104.08,0.57439
893.75,117.82,0.57277
893.75,131.57,0.57124
893.75,145.31,0.56972
893.75,159.05,0.56819
893.75,172.8,0.56667
893.75,186.54,0.56514
893.75,200.28,0.5636
893.75,214.03,0.56157
893.75,227.77,0.55997
893.75,241.52,0.55837
893.75,255.26,0.55596
893.75,269.0,0.55294
893.75,282.75,0.54996
893.75,296.49,0.54699
893.75,310.23,0.54324
893.75,323.98,0.53923
893.75,337.72,0.53522
893.75,351.47,0.53068
893.75,365.21,0.52555
893.75,378.95,0.52076
893.75,392.7,0.51597
893.75,406.44,0.50934
893.75,420.18,0.50317
893.75,433.93,0.497
893.75,447.67,0.49084
893.75,461.42,0.48322
893.75,475.16,0.47531
893.75,488.9,0.4674
893.75,502.65,0.45673
893.75,516.39,0.44459
893.75,530.13,0.43331
893.75,543.88,0.42202
893.75,557.62,0.40629
893.75,571.37,0.3907
893.75,585.11,0.3751
893.75,598.85,0.3595
893.75,612.6,0.3379
893.75,626.34,0.31825
893.75,640.08,0.29861
893.75,653.83,0.27737
893.75,667.57,0.25198
893.75,681.32,0.22659
893.75,695.06,0.20153
893.75,708.8,0.18545
893.75,722.55,0.16314
893.75,736.29,0.14083
893.75,750.03,0.11855
893.75,763.78,0.10913
893.75,777.52,0.09971
893.75,791.27,0.090289
893.75,805.01,0.086674
893.75,818.75,0.083733
893.75,832.5,0.080792
893.75,846.24,0.077851
893.75,859.98,0.076007
893.75,873.73,0.0
893.75,887.47,0.0
893.75,901.22,0.0
893.75,914.96,0.0
893.75,928.7,0.0
893.75,942.45,0.0
893.75,956.19,0.0
893.75,969.93,0.0
893.75,983.68,0.0
893.75,997.42,0.0
893.75,1011.2,0.0
893.75,1024.9,0.0
893.75,1038.7,0.0
893.75,1052.4,0.0
893.75,1066.1,0.0
893.75,1079.9,0.0
893.75,1093.6,0.0
893.75,1107.4,0.0
893.75,1121.1,0.0
893.75,1134.9,0.0
893.75,1148.6,0.0
893.75,1162.3,0.0
893.75,1176.1,0.0
893.75,1189.8,0.0
893.75,1203.6,0.0
893.75,1217.3,0.0
893.75,1231.1,0.0
893.75,1244.8,0.0
893.75,1258.6,0.0
893.75,1272.3,0.0
893.75,1286.0,0.0
893.75,1299.8,0.0
893.75,1313.5,0.0
893.75,1327.3,0.0
893.75,1341.0,0.0
893.75,1354.8,0.0
893.75,1368.5,0.0
893.75,1382.2,0.0
893.75,1396.0,0.0
893.75,1409.7,0.0
893.75,1423.5,0.0
893.75,1437.2,0.0
893.75,1451.0,0.0
893.75,1464.7,0.0
893.75,1478.5,0.0
893.75,1492.2,0.0
893.75,1505.9,0.0
893.75,1519.7,0.0
893.75,1533.4,0.0
893.75,1547.2,0.0
893.75,1560.9,0.0
893.75,1574.7,0.0
893.75,1588.4,0.0
893.75,1602.1,0.0
893.75,1615.9,0.0
893.75,1629.6,0.0
893.75,1643.4,0.0
893.75,1657.1,0.0
893.75,1670.9,0.0
893.75,1684.6,0.0
893.75,1698.4,0.0
893.75,1712.1,0.0
893.75,1725.8,0.0
893.75,1739.6,0.0
893.75,1753.3,0.0
893.75,1767.1,0.0
893.75,1780.8,0.0
893.75,1794.6,0.0
893.75,1808.3,0.0
893.75,1822.0,0.0
893.75,1835.8,0.0
893.75,1849.5,0.0
893.75,1863.3,0.0
893.75,1877.0,0.0
893.75,1890.8,0.0
893.75,1904.5,0.0
893.75,1918.3,0.0
893.75,1932.0,0.0
893.75,1945.7,0.0
893.75,1959.5,0.0
893.75,1973.2,0.0
893.75,1987.0,0.0
893.75,2000.7,0.0
893.75,2014.5,0.0
893.75,2028.2,0.0
893.75,2041.9,0.0
893.75,2055.7,0.0
893.75,2069.4,0.0
893.75,2083.2,0.0
893.75,2096.9,0.0
893.75,2110.7,0.0
893.75,2124.4,0.0
893.75,2138.2,0.0
893.75,2151.9,0.0
893.75,2165.6,0.0
893.75,2179.4,0.0
893.75,2193.1,0.0
907.57,7.8719,0.58067
907.57,21.616,0.58053
907.57,35.359,0.58033
907.57,49.103,0.58012
907.57,62.847,0.57992
907.57,76.591,0.57972
907.57,90.334,0.57951
907.57,104.08,0.57914
907.57,117.82,0.5782
907.57,131.57,0.57668
907.57,145.31,0.57515
907.57,159.05,0.57363
907.57,172.8,0.5721
907.57,186.54,0.57058
907.57,200.28,0.56905
907.57,214.03,0.56745
907.57,227.77,0.56585
907.57,241.52,0.56425
907.57,255.26,0.56149
907.57,269.0,0.55851
907.57,282.75,0.55554
907.57,296.49,0.55278
907.57,310.23,0.54942
907.57,323.98,0.54541
907.57,337.72,0.5414
907.57,351.47,0.5373
907.57,365.21,0.53252
907.57,378.95,0.52773
907.57,392.7,0.52297
907.57,406.44,0.51842
907.57,420.18,0.51225
907.57,433.93,0.50608
907.57,447.67,0.50046
907.57,461.42,0.49388
907.57,475.16,0.48597
907.57,488.9,0.47806
907.57,502.65,0.46951
907.57,516.39,0.45822
907.57,530.13,0.44694
907.57,543.88,0.43596
907.57,557.62,0.42626
907.57,571.37,0.41066
907.57,585.11,0.39507
907.57,598.85,0.37947
907.57,612.6,0.36017
907.57,626.34,0.34052
907.57,640.08,0.32088
907.57,653.83,0.30328
907.57,667.57,0.27918
907.57,681.32,0.25379
907.57,695.06,0.22839
907.57,708.8,0.20341
907.57,722.55,0.1811
907.57,736.29,0.15879
907.57,750.03,0.13648
907.57,763.78,0.11942
907.57,777.52,0.10999
907.57,791.27,0.10057
907.57,805.01,0.093513
907.57,818.75,0.090573
907.57,832.5,0.087632
907.57,846.24,0.082952
907.57,859.98,0.079128
907.57,873.73,0.07712
907.57,887.47,0.0
907.57,901.22,0.0
907.57,914.96,0.0
907.57,928.7,0.0
907.57,942.45,0.0
907.57,956.19,0.0
907.57,969.93,0.0
907.57,983.68,0.0
907.57,997.42,0.0
907.57,1011.2,0.0
907.57,1024.9,0.0
907.57,1038.7,0.0
907.57,1052.4,0.0
907.57,1066.1,0.0
907.57,1079.9,0.0
907.57,1093.6,0.0
907.57,1107.4,0.0
907.57,1121.1,0.0
907.57,1134.9,0.0
907.57,1148.6,0.0
907.57,1162.3,0.0
907.57,1176.1,0.0
907.57,1189.8,0.0
907.57,1203.6,0.0
907.57,1217.3,0.0
907.57,1231.1,0.0
907.57,1244.8,0.0
907.57,1258.6,0.0
907.57,1272.3,0.0
907.57,1286.0,0.0
907.57,1299.8,0.0
907.57,1313.5,0.0
907.57,1327.3,0.0
907.57,1341.0,0.0
907.57,1354.8,0.0
907.57,1368.5,0.0
907.57,1382.2,0.0
907.57,1396.0,0.0
907.57,1409.7,0.0
907.57,1423.5,0.0
907.57,1437.2,0.0
907.57,1451.0,0.0
907.57,1464.7,0.0
907.57,1478.5,0.0
907.57,1492.2,0.0
907.57,1505.9,0.0
907.57,1519.7,0.0
907.57,1533.4,0.0
907.57,1547.2,0.0
907.57,1560.9,0.0
907.57,1574.7,0.0
907.57,1588.4,0.0
907.57,1602.1,0.0
907.57,1615.9,0.0
907.57,1629.6,0.0
907.57,1643.4,0.0
907.57,1657.1,0.0
907.57,1670.9,0.0
907.57,1684.6,0.0
907.57,1698.4,0.0
907.57,1712.1,0.0
907.57,1725.8,0.0
907.57,1739.6,0.0
907.57,1753.3,0.0
907.57,1767.1,0.0
907.57,1780.8,0.0
907.57,1794.6,0.0
907.57,1808.3,0.0
907.57,1822.0,0.0
907.57,1835.8,0.0
907.57,1849.5,0.0
907.57,1863.3,0.0
907.57,1877.0,0.0
907.57,1890.8,0.0
907.57,1904.5,0.0
907.57,1918.3,0.0
907.57,1932.0,0.0
907.57,1945.7,0.0
907.57,1959.5,0.0
907.57,1973.2,0.0
907.57,1987.0,0.0
907.57,2000.7,0.0
907.57,2014.5,0.0
907.57,2028.2,0.0
907.57,2041.9,0.0
907.57,2055.7,0.0
907.57,2069.4,0.0
907.57,2083.2,0.0
907.57,2096.9,0.0
907.57,2110.7,0.0
907.57,2124.4,0.0
907.57,2138.2,0.0
907.57,2151.9,0.0
907.57,2165.6,0.0
907.57,2179.4,0.0
907.57,2193.1,0.0
921.38,7.8719,0.58467
921.38,21.616,0.58457
921.38,35.359,0.58447
921.38,49.103,0.58432
921.38,62.847,0.58412
921.38,76.591,0.58392
921.38,90.334,0.58371
921.38,104.08,0.58333
921.38,117.82,0.58255
921.38,131.57,0.58176
921.38,145.31,0.58083
921.38,159.05,0.57931
921.38,172.8,0.57778
921.38,186.54,0.57626
921.38,200.28,0.57473
921.38,214.03,0.57313
921.38,227.77,0.57153
921.38,241.52,0.56884
921.38,255.26,0.56601
921.38,269.0,0.56303
921.38,282.75,0.56028
921.38,296.49,0.55805
921.38,310.23,0.55476
921.38,323.98,0.55103
921.38,337.72,0.54702
921.38,351.47,0.54292
921.38,365.21,0.53814
921.38,378.95,0.53339
921.38,392.7,0.53027
921.38,406.44,0.52571
921.38,420.18,0.51955
921.38,433.93,0.51393
921.38,447.67,0.5092
921.38,461.42,0.50302
921.38,475.16,0.49615
921.38,488.9,0.48824
921.38,502.65,0.47968
921.38,516.39,0.4684
921.38,530.13,0.45743
921.38,543.88,0.44896
921.38,557.62,0.43929
921.38,571.37,0.42864
921.38,585.11,0.41305
921.38,598.85,0.39745
921.38,612.6,0.37815
921.38,626.34,0.35851
921.38,640.08,0.34237
921.38,653.83,0.32548
921.38,667.57,0.30484
921.38,681.32,0.28077
921.38,695.06,0.25538
921.38,708.8,0.23014
921.38,722.55,0.20522
921.38,736.29,0.18291
921.38,750.03,0.1606
921.38,763.78,0.13724
921.38,777.52,0.1201
921.38,791.27,0.11068
921.38,805.01,0.10362
921.38,818.75,0.10068
921.38,832.5,0.095968
921.38,846.24,0.086748
921.38,859.98,0.082925
921.38,873.73,0.080319
921.38,887.47,0.077525
921.38,901.22,0.0
921.38,914.96,0.0
921.38,928.7,0.0
921.38,942.45,0.0
921.38,956.19,0.0
921.38,969.93,0.0
921.38,983.68,0.0
921.38,997.42,0.0
921.38,1011.2,0.0
921.38,1024.9,0.0
921.38,1038.7,0.0
921.38,1052.4,0.0
921.38,1066.1,0.0
921.38,1079.9,0.0
921.38,1093.6,0.0
921.38,1107.4,0.0
921.38,1121.1,0.0
921.38,1134.9,0.0
921.38,1148.6,0.0
921.38,1162.3,0.0
921.38,1176.1,0.0
921.38,1189.8,0.0
921.38,1203.6,0.0
921.38,1217.3,0.0
921.38,1231.1,0.0
921.38,1244.8,0.0
921.38,1258.6,0.0
921.38,1272.3,0.0
921.38,1286.0,0.0
921.38,1299.8,0.0
921.38,1313.5,0.0
921.38,1327.3,0.0
921.38,1341.0,0.0
921.38,1354.8,0.0
921.38,1368.5,0.0
921.38,1382.2,0.0
921.38,1396.0,0.0
921.38,1409.7,0.0
921.38,1423.5,0.0
921.38,1437.2,0.0
921.38,1451.0,0.0
921.38,1464.7,0.0
921.38,1478.5,0.0
921.38,1492.2,0.0
921.38,1505.9,0.0
921.38,1519.7,0.0
921.38,1533.4,0.0
921.38,1547.2,0.0
921.38,1560.9,0.0
921.38,1574.7,0.0
921.38,1588.4,0.0
921.38,1602.1,0.0
921.38,1615.9,0.0
921.38,1629.6,0.0
921.38,1643.4,0.0
921.38,1657.1,0.0
921.38,1670.9,0.0
921.38,1684.6,0.0
921.38,1698.4,0.0
921.38,1712.1,0.0
921.38,1725.8,0.0
921.38,1739.6,0.0
921.38,1753.3,0.0
921.38,1767.1,0.0
921.38,1780.8,0.0
921.38,1794.6,0.0
921.38,1808.3,0.0
921.38,1822.0,0.0
921.38,1835.8,0.0
921.38,1849.5,0.0
921.38,1863.3,0.0
921.38,1877.0,0.0
921.38,1890.8,0.0
921.38,1904.5,0.0
921.38,1918.3,0.0
921.38,1932.0,0.0
921.38,1945.7,0.0
921.38,1959.5,0.0
921.38,1973.2,0.0
921.38,1987.0,0.0
921.38,2000.7,0.0
921.38,2014.5,0.0
921.38,2028.2,0.0
921.38,2041.9,0.0
921.38,2055.7,0.0
921.38,2069.4,0.0
921.38,2083.2,0.0
921.38,2096.9,0.0
921.38,2110.7,0.0
921.38,2124.4,0.0
921.38,2138.2,0.0
921.38,2151.9,0.0
921.38,2165.6,0.0
921.38,2179.4,0.0
921.38,2193.1,0.0
935.2,7.8719,0.58867
935.2,21.616,0.58857
935.2,35.359,0.58847
935.2,49.103,0.58836
935.2,62.847,0.58826
935.2,76.591,0.58811
935.2,90.334,0.58791
935.2,104.08,0.58753
935.2,117.82,0.58674
935.2,131.57,0.58595
935.2,145.31,0.58517
935.2,159.05,0.58438
935.2,172.8,0.58346
935.2,186.54,0.58193
935.2,200.28,0.58041
935.2,214.03,0.57881
935.2,227.77,0.57612
935.2,241.52,0.57336
935.2,255.26,0.57053
935.2,269.0,0.56778
935.2,282.75,0.56555
935.2,296.49,0.56332
935.2,310.23,0.56002
935.2,323.98,0.55637
935.2,337.72,0.55264
935.2,351.47,0.54855
935.2,365.21,0.54381
935.2,378.95,0.54068
935.2,392.7,0.53756
935.2,406.44,0.53301
935.2,420.18,0.5274
935.2,433.93,0.52266
935.2,447.67,0.51793
935.2,461.42,0.51175
935.2,475.16,0.50528
935.2,488.9,0.49842
935.2,502.65,0.48986
935.2,516.39,0.47891
935.2,530.13,0.47044
935.2,543.88,0.46197
935.2,557.62,0.45229
935.2,571.37,0.44164
935.2,585.11,0.431
935.2,598.85,0.41543
935.2,612.6,0.39613
935.2,626.34,0.38002
935.2,640.08,0.36458
935.2,653.83,0.34769
935.2,667.57,0.32705
935.2,681.32,0.30641
935.2,695.06,0.28236
935.2,708.8,0.25712
935.2,722.55,0.23197
935.2,736.29,0.20704
935.2,750.03,0.18472
935.2,763.78,0.16136
935.2,777.52,0.138
935.2,791.27,0.12079
935.2,805.01,0.11373
935.2,818.75,0.10898
935.2,832.5,0.099764
935.2,846.24,0.090544
935.2,859.98,0.086498
935.2,873.73,0.083519
935.2,887.47,0.08054
935.2,901.22,0.078453
935.2,914.96,0.0
935.2,928.7,0.0
935.2,942.45,0.0
935.2,956.19,0.0
935.2,969.93,0.0
935.2,983.68,0.0
935.2,997.42,0.0
935.2,1011.2,0.0
935.2,1024.9,0.0
935.2,1038.7,0.0
935.2,1052.4,0.0
935.2,1066.1,0.0
935.2,1079.9,0.0
935.2,1093.6,0.0
935.2,1107.4,0.0
935.2,1121.1,0.0
935.2,1134.9,0.0
935.2,1148.6,0.0
935.2,1162.3,0.0
935.2,1176.1,0.0
935.2,1189.8,0.0
935.2,1203.6,0.0
935.2,1217.3,0.0
935.2,1231.1,0.0
935.2,1244.8,0.0
935.2,1258.6,0.0
935.2,1272.3,0.0
935.2,1286.0,0.0
935.2,1299.8,0.0
935.2,1313.5,0.0
935.2,1327.3,0.0
935.2,1341.0,0.0
935.2,1354.8,0.0
935.2,1368.5,0.0
935.2,1382.2,0.0
935.2,1396.0,0.0
935.2,1409.7,0.0
935.2,1423.5,0.0
935.2,1437.2,0.0
935.2,1451.0,0.0
935.2,1464.7,0.0
935.2,1478.5,0.0
935.2,1492.2,0.0
935.2,1505.9,0.0
935.2,1519.7,0.0
935.2,1533.4,0.0
935.2,1547.2,0.0
935.2,1560.9,0.0
935.2,1574.7,0.0
935.2,1588.4,0.0
935.2,1602.1,0.0
935.2,1615.9,0.0
935.2,1629.6,0.0
935.2,1643.4,0.0
935.2,1657.1,0.0
935.2,1670.9,0.0
935.2,1684.6,0.0
935.2,1698.4,0.0
935.2,1712.1,0.0
935.2,1725.8,0.0
935.2,1739.6,0.0
935.2,1753.3,0.0
935.2,1767.1,0.0
935.2,1780.8,0.0
935.2,1794.6,0.0
935.2,1808.3,0.0
935.2,1822.0,0.0
935.2,1835.8,0.0
935.2,1849.5,0.0
935.2,1863.3,0.0
935.2,1877.0,0.0
935.2,1890.8,0.0
935.2,1904.5,0.0
935.2,1918.3,0.0
935.2,1932.0,0.0
935.2,1945.7,0.0
935.2,1959.5,0.0
935.2,1973.2,0.0
935.2,1987.0,0.0
935.2,2000.7,0.0
935.2,2014.5,0.0
935.2,2028.2,0.0
935.2,2041.9,0.0
935.2,2055.7,0.0
935.2,2069.4,0.0
935.2,2083.2,0.0
935.2,2096.9,0.0
935.2,2110.7,0.0
935.2,2124.4,0.0
935.2,2138.2,0.0
935.2,2151.9,0.0
935.2,2165.6,0.0
935.2,2179.4,0.0
935.2,2193.1,0.0
949.01,7.8719,0.59267
949.01,21.616,0.59257
949.01,35.359,0.59246
949.01,49.103,0.59236
949.01,62.847,0.59226
949.01,76.591,0.59215
949.01,90.334,0.59205
949.01,104.08,0.59173
949.01,117.82,0.59094
949.01,131.57,0.59015
949.01,145.31,0.58936
949.01,159.05,0.58857
949.01,172.8,0.58779
949.01,186.54,0.587
949.01,200.28,0.58609
949.01,214.03,0.58339
949.01,227.77,0.58064
949.01,241.52,0.57788
949.01,255.26,0.57528
949.01,269.0,0.57305
949.01,282.75,0.57082
949.01,296.49,0.56859
949.01,310.23,0.56529
949.01,323.98,0.56163
949.01,337.72,0.55797
949.01,351.47,0.55423
949.01,365.21,0.5511
949.01,378.95,0.54798
949.01,392.7,0.54485
949.01,406.44,0.54087
949.01,420.18,0.53613
949.01,433.93,0.5314
949.01,447.67,0.52666
949.01,461.42,0.52049
949.01,475.16,0.51401
949.01,488.9,0.50754
949.01,502.65,0.50038
949.01,516.39,0.49191
949.01,530.13,0.48344
949.01,543.88,0.47497
949.01,557.62,0.46529
949.01,571.37,0.45465
949.01,585.11,0.444
949.01,598.85,0.43336
949.01,612.6,0.41766
949.01,626.34,0.40222
949.01,640.08,0.38679
949.01,653.83,0.3699
949.01,667.57,0.34926
949.01,681.32,0.32862
949.01,695.06,0.30798
949.01,708.8,0.28411
949.01,722.55,0.25895
949.01,736.29,0.23379
949.01,750.03,0.20885
949.01,763.78,0.18548
949.01,777.52,0.16212
949.01,791.27,0.13876
949.01,805.01,0.122
949.01,818.75,0.11278
949.01,832.5,0.10356
949.01,846.24,0.094341
949.01,859.98,0.089697
949.01,873.73,0.086718
949.01,887.47,0.083739
949.01,901.22,0.080937
949.01,914.96,0.079381
949.01,928.7,0.0
949.01,942.45,0.0
949.01,956.19,0.0
949.01,969.93,0.0
949.01,983.68,0.0
949.01,997.42,0.0
949.01,1011.2,0.0
949.01,1024.9,0.0
949.01,1038.7,0.0
949.01,1052.4,0.0
949.01,1066.1,0.0
949.01,1079.9,0.0
949.01,1093.6,0.0
949.01,1107.4,0.0
949.01,1121.1,0.0
949.01,1134.9,0.0
949.01,1148.6,0.0
949.01,1162.3,0.0
949.01,1176.1,0.0
949.01,1189.8,0.0
949.01,1203.6,0.0
949.01,1217.3,0.0
949.01,1231.1,0.0
949.01,1244.8,0.0
949.01,1258.6,0.0
949.01,1272.3,0.0
949.01,1286.0,0.0
949.01,1299.8,0.0
949.01,1313.5,0.0
949.01,1327.3,0.0
949.01,1341.0,0.0
949.01,1354.8,0.0
949.01,1368.5,0.0
949.01,1382.2,0.0
949.01,1396.0,0.0
949.01,1409.7,0.0
949.01,1423.5,0.0
949.01,1437.2,0.0
949.01,1451.0,0.0
949.01,1464.7,0.0
949.01,1478.5,0.0
949.01,1492.2,0.0
949.01,1505.9,0.0
949.01,1519.7,0.0
949.01,1533.4,0.0
949.01,1547.2,0.0
949.01,1560.9,0.0
949.01,1574.7,0.0
949.01,1588.4,0.0
949.01,1602.1,0.0
949.01,1615.9,0.0
949.01,1629.6,0.0
949.01,1643.4,0.0
949.01,1657.1,0.0
949.01,1670.9,0.0
949.01,1684.6,0.0
949.01,1698.4,0.0
949.01,1712.1,0.0
949.01,1725.8,0.0
949.01,1739.6,0.0
949.01,1753.3,0.0
949.01,1767.1,0.0
949.01,1780.8,0.0
949.01,1794.6,0.0
949.01,1808.3,0.0
949.01,1822.0,0.0
949.01,1835.8,0.0
949.01,1849.5,0.0
949.01,1863.3,0.0
