#: table_doi: 10.17182/hepdata.90835.v1/t77
#: name: T2tt significance
#: description: The observed significance of the SMS models for T2tt as function of the top squark and LSP masses. 
#: data_file: t2tt_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> STOP STOP | STOP --> TQ NEUTRALINO1
#: Significance,
M(STOP) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
605.49,59.348,-1.9919
605.49,68.324,-1.994
605.49,77.301,-1.9962
605.49,86.277,-1.9984
605.49,95.254,-2.0003
605.49,104.23,-2.0111
605.49,113.21,-1.9876
605.49,122.18,-1.9565
605.49,131.16,-1.9255
605.49,140.14,-1.8944
605.49,149.11,-1.8633
605.49,158.09,-1.8299
605.49,167.07,-1.7953
605.49,176.04,-1.7608
605.49,185.02,-1.7263
605.49,194.0,-1.6917
605.49,202.97,-1.672
605.49,211.95,-1.6575
605.49,220.93,-1.6334
605.49,229.9,-1.6093
605.49,238.88,-1.5852
605.49,247.86,-1.561
605.49,256.83,-1.5079
605.49,265.81,-1.4998
605.49,274.79,-1.4917
605.49,283.76,-1.4836
605.49,292.74,-1.4755
605.49,301.71,-1.4681
605.49,310.69,-1.5154
605.49,319.67,-1.6002
605.49,328.64,-1.6592
605.49,337.62,-1.7169
605.49,346.6,-1.784
605.49,355.57,-1.7122
605.49,364.55,-1.7042
605.49,373.53,-1.6962
605.49,382.5,-1.718
605.49,391.48,-1.7456
605.49,400.46,-1.8185
605.49,409.43,-1.7946
605.49,418.41,-1.7535
605.49,427.39,-1.6447
605.49,436.36,-1.6685
605.49,445.34,-1.7341
605.49,454.32,-1.7828
605.49,463.29,-1.8135
605.49,472.27,-1.7446
605.49,481.25,-1.395
605.49,490.22,-0.95201
605.49,499.2,-0.53702
605.49,508.18,-0.39865
605.49,517.15,-0.22238
605.49,526.13,0.0
605.49,535.11,0.0
605.49,544.08,0.0
605.49,553.06,0.0
605.49,562.04,0.0
605.49,571.01,0.0
605.49,579.99,0.0
605.49,588.96,0.0
605.49,597.94,0.0
605.49,606.92,0.0
605.49,615.89,0.0
605.49,624.87,0.0
605.49,633.85,0.0
605.49,642.82,0.0
605.49,651.8,0.0
605.49,660.78,0.0
605.49,669.75,0.0
605.49,678.73,0.0
605.49,687.71,0.0
605.49,696.68,0.0
605.49,705.66,0.0
605.49,714.64,0.0
605.49,723.61,0.0
605.49,732.59,0.0
605.49,741.57,0.0
605.49,750.54,0.0
605.49,759.52,0.0
605.49,768.5,0.0
605.49,777.47,0.0
605.49,786.45,0.0
605.49,795.43,0.0
605.49,804.4,0.0
605.49,813.38,0.0
605.49,822.36,0.0
605.49,831.33,0.0
605.49,840.31,0.0
605.49,849.29,0.0
605.49,858.26,0.0
605.49,867.24,0.0
605.49,876.21,0.0
605.49,885.19,0.0
605.49,894.17,0.0
605.49,903.14,0.0
605.49,912.12,0.0
605.49,921.1,0.0
605.49,930.07,0.0
605.49,939.05,0.0
605.49,948.03,0.0
605.49,957.0,0.0
605.49,965.98,0.0
605.49,974.96,0.0
605.49,983.93,0.0
605.49,992.91,0.0
605.49,1001.9,0.0
605.49,1010.9,0.0
605.49,1019.8,0.0
605.49,1028.8,0.0
605.49,1037.8,0.0
605.49,1046.8,0.0
605.49,1055.7,0.0
605.49,1064.7,0.0
605.49,1073.7,0.0
605.49,1082.7,0.0
605.49,1091.7,0.0
605.49,1100.6,0.0
605.49,1109.6,0.0
605.49,1118.6,0.0
605.49,1127.6,0.0
605.49,1136.5,0.0
605.49,1145.5,0.0
619.51,5.4883,-1.9737
619.51,14.465,-1.9746
619.51,23.441,-1.9755
619.51,32.418,-1.9758
619.51,41.395,-1.9734
619.51,50.371,-1.9712
619.51,59.348,-1.9734
619.51,68.324,-1.9755
619.51,77.301,-1.9777
619.51,86.277,-1.9783
619.51,95.254,-1.9782
619.51,104.23,-1.9889
619.51,113.21,-2.0118
619.51,122.18,-2.0187
619.51,131.16,-1.9876
619.51,140.14,-1.9565
619.51,149.11,-1.9255
619.51,158.09,-1.8924
619.51,167.07,-1.859
619.51,176.04,-1.8248
619.51,185.02,-1.7903
619.51,194.0,-1.7558
619.51,202.97,-1.7361
619.51,211.95,-1.7463
619.51,220.93,-1.7511
619.51,229.9,-1.7269
619.51,238.88,-1.7028
619.51,247.86,-1.6787
619.51,256.83,-1.6155
619.51,265.81,-1.5399
619.51,274.79,-1.5041
619.51,283.76,-1.496
619.51,292.74,-1.4879
619.51,301.71,-1.4805
619.51,310.69,-1.4761
619.51,319.67,-1.4733
619.51,328.64,-1.5323
619.51,337.62,-1.5533
619.51,346.6,-1.5851
619.51,355.57,-1.5119
619.51,364.55,-1.353
619.51,373.53,-1.2617
619.51,382.5,-1.301
619.51,391.48,-1.407
619.51,400.46,-1.5064
619.51,409.43,-1.5086
619.51,418.41,-1.658
619.51,427.39,-1.8181
619.51,436.36,-2.0077
619.51,445.34,-2.0795
619.51,454.32,-2.1148
619.51,463.29,-2.1213
619.51,472.27,-1.985
619.51,481.25,-1.6398
619.51,490.22,-1.2503
619.51,499.2,-0.86086
619.51,508.18,-0.68769
619.51,517.15,-0.5152
619.51,526.13,-0.30137
619.51,535.11,0.0
619.51,544.08,0.0
619.51,553.06,0.0
619.51,562.04,0.0
619.51,571.01,0.0
619.51,579.99,0.0
619.51,588.96,0.0
619.51,597.94,0.0
619.51,606.92,0.0
619.51,615.89,0.0
619.51,624.87,0.0
619.51,633.85,0.0
619.51,642.82,0.0
619.51,651.8,0.0
619.51,660.78,0.0
619.51,669.75,0.0
619.51,678.73,0.0
619.51,687.71,0.0
619.51,696.68,0.0
619.51,705.66,0.0
619.51,714.64,0.0
619.51,723.61,0.0
619.51,732.59,0.0
619.51,741.57,0.0
619.51,750.54,0.0
619.51,759.52,0.0
619.51,768.5,0.0
619.51,777.47,0.0
619.51,786.45,0.0
619.51,795.43,0.0
619.51,804.4,0.0
619.51,813.38,0.0
619.51,822.36,0.0
619.51,831.33,0.0
619.51,840.31,0.0
619.51,849.29,0.0
619.51,858.26,0.0
619.51,867.24,0.0
619.51,876.21,0.0
619.51,885.19,0.0
619.51,894.17,0.0
619.51,903.14,0.0
619.51,912.12,0.0
619.51,921.1,0.0
619.51,930.07,0.0
619.51,939.05,0.0
619.51,948.03,0.0
619.51,957.0,0.0
619.51,965.98,0.0
619.51,974.96,0.0
619.51,983.93,0.0
619.51,992.91,0.0
619.51,1001.9,0.0
619.51,1010.9,0.0
619.51,1019.8,0.0
619.51,1028.8,0.0
619.51,1037.8,0.0
619.51,1046.8,0.0
619.51,1055.7,0.0
619.51,1064.7,0.0
619.51,1073.7,0.0
619.51,1082.7,0.0
619.51,1091.7,0.0
619.51,1100.6,0.0
619.51,1109.6,0.0
619.51,1118.6,0.0
619.51,1127.6,0.0
619.51,1136.5,0.0
619.51,1145.5,0.0
633.52,5.4883,-1.9603
633.52,14.465,-1.9612
633.52,23.441,-1.9597
633.52,32.418,-1.9573
633.52,41.395,-1.9549
633.52,50.371,-1.9527
633.52,59.348,-1.9548
633.52,68.324,-1.9565
633.52,77.301,-1.9563
633.52,86.277,-1.9562
633.52,95.254,-1.956
633.52,104.23,-1.9667
633.52,113.21,-1.9897
633.52,122.18,-2.0126
633.52,131.16,-2.0355
633.52,140.14,-2.0187
633.52,149.11,-1.9876
633.52,158.09,-1.9545
633.52,167.07,-1.9212
633.52,176.04,-1.8879
633.52,185.02,-1.8543
633.52,194.0,-1.8198
633.52,202.97,-1.8001
633.52,211.95,-1.8103
633.52,220.93,-1.8205
633.52,229.9,-1.8307
633.52,238.88,-1.8205
633.52,247.86,-1.7963
633.52,256.83,-1.7331
633.52,265.81,-1.6576
633.52,274.79,-1.5821
633.52,283.76,-1.5084
633.52,292.74,-1.5003
633.52,301.71,-1.4929
633.52,310.69,-1.4885
633.52,319.67,-1.4817
633.52,328.64,-1.4705
633.52,337.62,-1.474
633.52,346.6,-1.4951
633.52,355.57,-1.5545
633.52,364.55,-1.475
633.52,373.53,-1.3161
633.52,382.5,-1.3786
633.52,391.48,-1.4846
633.52,400.46,-1.5167
633.52,409.43,-1.2505
633.52,418.41,-1.3999
633.52,427.39,-1.5394
633.52,436.36,-1.6515
633.52,445.34,-1.7637
633.52,454.32,-1.852
633.52,463.29,-1.8899
633.52,472.27,-1.9278
633.52,481.25,-1.6683
633.52,490.22,-1.3564
633.52,499.2,-1.2196
633.52,508.18,-1.227
633.52,517.15,-1.062
633.52,526.13,-0.87711
633.52,535.11,-0.58022
633.52,544.08,-0.20079
633.52,553.06,0.0
633.52,562.04,0.0
633.52,571.01,0.0
633.52,579.99,0.0
633.52,588.96,0.0
633.52,597.94,0.0
633.52,606.92,0.0
633.52,615.89,0.0
633.52,624.87,0.0
633.52,633.85,0.0
633.52,642.82,0.0
633.52,651.8,0.0
633.52,660.78,0.0
633.52,669.75,0.0
633.52,678.73,0.0
633.52,687.71,0.0
633.52,696.68,0.0
633.52,705.66,0.0
633.52,714.64,0.0
633.52,723.61,0.0
633.52,732.59,0.0
633.52,741.57,0.0
633.52,750.54,0.0
633.52,759.52,0.0
633.52,768.5,0.0
633.52,777.47,0.0
633.52,786.45,0.0
633.52,795.43,0.0
633.52,804.4,0.0
633.52,813.38,0.0
633.52,822.36,0.0
633.52,831.33,0.0
633.52,840.31,0.0
633.52,849.29,0.0
633.52,858.26,0.0
633.52,867.24,0.0
633.52,876.21,0.0
633.52,885.19,0.0
633.52,894.17,0.0
633.52,903.14,0.0
633.52,912.12,0.0
633.52,921.1,0.0
633.52,930.07,0.0
633.52,939.05,0.0
633.52,948.03,0.0
633.52,957.0,0.0
633.52,965.98,0.0
633.52,974.96,0.0
633.52,983.93,0.0
633.52,992.91,0.0
633.52,1001.9,0.0
633.52,1010.9,0.0
633.52,1019.8,0.0
633.52,1028.8,0.0
633.52,1037.8,0.0
633.52,1046.8,0.0
633.52,1055.7,0.0
633.52,1064.7,0.0
633.52,1073.7,0.0
633.52,1082.7,0.0
633.52,1091.7,0.0
633.52,1100.6,0.0
633.52,1109.6,0.0
633.52,1118.6,0.0
633.52,1127.6,0.0
633.52,1136.5,0.0
633.52,1145.5,0.0
647.54,5.4883,-1.9461
647.54,14.465,-1.9436
647.54,23.441,-1.9412
647.54,32.418,-1.9388
647.54,41.395,-1.9364
647.54,50.371,-1.9341
647.54,59.348,-1.9345
647.54,68.324,-1.9343
647.54,77.301,-1.9342
647.54,86.277,-1.934
647.54,95.254,-1.9338
647.54,104.23,-1.9445
647.54,113.21,-1.9675
647.54,122.18,-1.9904
647.54,131.16,-2.0134
647.54,140.14,-2.0363
647.54,149.11,-2.0498
647.54,158.09,-2.0167
647.54,167.07,-1.9833
647.54,176.04,-1.95
647.54,185.02,-1.9167
647.54,194.0,-1.8834
647.54,202.97,-1.8641
647.54,211.95,-1.8743
647.54,220.93,-1.8846
647.54,229.9,-1.8948
647.54,238.88,-1.905
647.54,247.86,-1.914
647.54,256.83,-1.8508
647.54,265.81,-1.7753
647.54,274.79,-1.6998
647.54,283.76,-1.6243
647.54,292.74,-1.5487
647.54,301.71,-1.5053
647.54,310.69,-1.4947
647.54,319.67,-1.4834
647.54,328.64,-1.4722
647.54,337.62,-1.461
647.54,346.6,-1.4498
647.54,355.57,-1.5058
647.54,364.55,-1.5887
647.54,373.53,-1.6449
647.54,382.5,-1.6763
647.54,391.48,-1.727
647.54,400.46,-1.7591
647.54,409.43,-1.4459
647.54,418.41,-1.1327
647.54,427.39,-1.0595
647.54,436.36,-1.197
647.54,445.34,-1.3385
647.54,454.32,-1.458
647.54,463.29,-1.4022
647.54,472.27,-1.255
647.54,481.25,-1.4024
647.54,490.22,-1.6788
647.54,499.2,-1.6378
647.54,508.18,-1.6452
647.54,517.15,-1.6668
647.54,526.13,-1.5983
647.54,535.11,-1.1789
647.54,544.08,-0.75694
647.54,553.06,-0.42556
647.54,562.04,0.0
647.54,571.01,0.0
647.54,579.99,0.0
647.54,588.96,0.0
647.54,597.94,0.0
647.54,606.92,0.0
647.54,615.89,0.0
647.54,624.87,0.0
647.54,633.85,0.0
647.54,642.82,0.0
647.54,651.8,0.0
647.54,660.78,0.0
647.54,669.75,0.0
647.54,678.73,0.0
647.54,687.71,0.0
647.54,696.68,0.0
647.54,705.66,0.0
647.54,714.64,0.0
647.54,723.61,0.0
647.54,732.59,0.0
647.54,741.57,0.0
647.54,750.54,0.0
647.54,759.52,0.0
647.54,768.5,0.0
647.54,777.47,0.0
647.54,786.45,0.0
647.54,795.43,0.0
647.54,804.4,0.0
647.54,813.38,0.0
647.54,822.36,0.0
647.54,831.33,0.0
647.54,840.31,0.0
647.54,849.29,0.0
647.54,858.26,0.0
647.54,867.24,0.0
647.54,876.21,0.0
647.54,885.19,0.0
647.54,894.17,0.0
647.54,903.14,0.0
647.54,912.12,0.0
647.54,921.1,0.0
647.54,930.07,0.0
647.54,939.05,0.0
647.54,948.03,0.0
647.54,957.0,0.0
647.54,965.98,0.0
647.54,974.96,0.0
647.54,983.93,0.0
647.54,992.91,0.0
647.54,1001.9,0.0
647.54,1010.9,0.0
647.54,1019.8,0.0
647.54,1028.8,0.0
647.54,1037.8,0.0
647.54,1046.8,0.0
647.54,1055.7,0.0
647.54,1064.7,0.0
647.54,1073.7,0.0
647.54,1082.7,0.0
647.54,1091.7,0.0
647.54,1100.6,0.0
647.54,1109.6,0.0
647.54,1118.6,0.0
647.54,1127.6,0.0
647.54,1136.5,0.0
647.54,1145.5,0.0
661.55,5.4883,-1.895
661.55,14.465,-1.8926
661.55,23.441,-1.8902
661.55,32.418,-1.8878
661.55,41.395,-1.8904
661.55,50.371,-1.9042
661.55,59.348,-1.904
661.55,68.324,-1.9038
661.55,77.301,-1.9037
661.55,86.277,-1.9035
661.55,95.254,-1.8973
661.55,104.23,-1.9038
661.55,113.21,-1.9268
661.55,122.18,-1.9497
661.55,131.16,-1.9727
661.55,140.14,-1.9974
661.55,149.11,-2.0301
661.55,158.09,-2.0524
661.55,167.07,-2.0401
661.55,176.04,-2.0067
661.55,185.02,-1.9734
661.55,194.0,-1.9401
661.55,202.97,-1.8938
661.55,211.95,-1.8251
661.55,220.93,-1.8353
661.55,229.9,-1.8456
661.55,238.88,-1.8558
661.55,247.86,-1.866
661.55,256.83,-1.7044
661.55,265.81,-1.5552
661.55,274.79,-1.4797
661.55,283.76,-1.4042
661.55,292.74,-1.3286
661.55,301.71,-1.3047
661.55,310.69,-1.4988
661.55,319.67,-1.5073
661.55,328.64,-1.4961
661.55,337.62,-1.4849
661.55,346.6,-1.4737
661.55,355.57,-1.4552
661.55,364.55,-1.4675
661.55,373.53,-1.5503
661.55,382.5,-1.6063
661.55,391.48,-1.644
661.55,400.46,-1.6399
661.55,409.43,-1.3267
661.55,418.41,-1.244
661.55,427.39,-1.1976
661.55,436.36,-0.73758
661.55,445.34,-0.86637
661.55,454.32,-1.0607
661.55,463.29,-1.312
661.55,472.27,-1.5956
661.55,481.25,-1.7275
661.55,490.22,-1.7261
661.55,499.2,-1.704
661.55,508.18,-1.7193
661.55,517.15,-1.6125
661.55,526.13,-1.5432
661.55,535.11,-1.7351
661.55,544.08,-1.4121
661.55,553.06,-1.0555
661.55,562.04,-0.66083
661.55,571.01,-0.25656
661.55,579.99,0.0
661.55,588.96,0.0
661.55,597.94,0.0
661.55,606.92,0.0
661.55,615.89,0.0
661.55,624.87,0.0
661.55,633.85,0.0
661.55,642.82,0.0
661.55,651.8,0.0
661.55,660.78,0.0
661.55,669.75,0.0
661.55,678.73,0.0
661.55,687.71,0.0
661.55,696.68,0.0
661.55,705.66,0.0
661.55,714.64,0.0
661.55,723.61,0.0
661.55,732.59,0.0
661.55,741.57,0.0
661.55,750.54,0.0
661.55,759.52,0.0
661.55,768.5,0.0
661.55,777.47,0.0
661.55,786.45,0.0
661.55,795.43,0.0
661.55,804.4,0.0
661.55,813.38,0.0
661.55,822.36,0.0
661.55,831.33,0.0
661.55,840.31,0.0
661.55,849.29,0.0
661.55,858.26,0.0
661.55,867.24,0.0
661.55,876.21,0.0
661.55,885.19,0.0
661.55,894.17,0.0
661.55,903.14,0.0
661.55,912.12,0.0
661.55,921.1,0.0
661.55,930.07,0.0
661.55,939.05,0.0
661.55,948.03,0.0
661.55,957.0,0.0
661.55,965.98,0.0
661.55,974.96,0.0
661.55,983.93,0.0
661.55,992.91,0.0
661.55,1001.9,0.0
661.55,1010.9,0.0
661.55,1019.8,0.0
661.55,1028.8,0.0
661.55,1037.8,0.0
661.55,1046.8,0.0
661.55,1055.7,0.0
661.55,1064.7,0.0
661.55,1073.7,0.0
661.55,1082.7,0.0
661.55,1091.7,0.0
661.55,1100.6,0.0
661.55,1109.6,0.0
661.55,1118.6,0.0
661.55,1127.6,0.0
661.55,1136.5,0.0
661.55,1145.5,0.0
675.57,5.4883,-1.8371
675.57,14.465,-1.8347
675.57,23.441,-1.8322
675.57,32.418,-1.8438
675.57,41.395,-1.8582
675.57,50.371,-1.8719
675.57,59.348,-1.8718
675.57,68.324,-1.8716
675.57,77.301,-1.8689
675.57,86.277,-1.8608
675.57,95.254,-1.8526
675.57,104.23,-1.8592
675.57,113.21,-1.8821
675.57,122.18,-1.905
675.57,131.16,-1.9353
675.57,140.14,-1.968
675.57,149.11,-2.0006
675.57,158.09,-2.0229
675.57,167.07,-2.0441
675.57,176.04,-2.0623
675.57,185.02,-2.029
675.57,194.0,-1.9957
675.57,202.97,-1.9494
675.57,211.95,-1.8771
675.57,220.93,-1.8047
675.57,229.9,-1.7722
675.57,238.88,-1.7824
675.57,247.86,-1.7927
675.57,256.83,-1.631
675.57,265.81,-1.4154
675.57,274.79,-1.1998
675.57,283.76,-1.1121
675.57,292.74,-1.0366
675.57,301.71,-1.0126
675.57,310.69,-1.2068
675.57,319.67,-1.4009
675.57,328.64,-1.5247
675.57,337.62,-1.5135
675.57,346.6,-1.5023
675.57,355.57,-1.4838
675.57,364.55,-1.4608
675.57,373.53,-1.4378
675.57,382.5,-1.4391
675.57,391.48,-1.4516
675.57,400.46,-1.465
675.57,409.43,-1.5676
675.57,418.41,-1.6712
675.57,427.39,-1.6627
675.57,436.36,-1.2026
675.57,445.34,-0.74254
675.57,454.32,-0.68036
675.57,463.29,-1.0478
675.57,472.27,-1.4152
675.57,481.25,-1.5365
675.57,490.22,-1.6357
675.57,499.2,-1.7349
675.57,508.18,-1.5689
675.57,517.15,-1.377
675.57,526.13,-1.2697
675.57,535.11,-1.4616
675.57,544.08,-1.6536
675.57,553.06,-1.6295
675.57,562.04,-1.1066
675.57,571.01,-0.58364
675.57,579.99,-0.30072
675.57,588.96,0.0
675.57,597.94,0.0
675.57,606.92,0.0
675.57,615.89,0.0
675.57,624.87,0.0
675.57,633.85,0.0
675.57,642.82,0.0
675.57,651.8,0.0
675.57,660.78,0.0
675.57,669.75,0.0
675.57,678.73,0.0
675.57,687.71,0.0
675.57,696.68,0.0
675.57,705.66,0.0
675.57,714.64,0.0
675.57,723.61,0.0
675.57,732.59,0.0
675.57,741.57,0.0
675.57,750.54,0.0
675.57,759.52,0.0
675.57,768.5,0.0
675.57,777.47,0.0
675.57,786.45,0.0
675.57,795.43,0.0
675.57,804.4,0.0
675.57,813.38,0.0
675.57,822.36,0.0
675.57,831.33,0.0
675.57,840.31,0.0
675.57,849.29,0.0
675.57,858.26,0.0
675.57,867.24,0.0
675.57,876.21,0.0
675.57,885.19,0.0
675.57,894.17,0.0
675.57,903.14,0.0
675.57,912.12,0.0
675.57,921.1,0.0
675.57,930.07,0.0
675.57,939.05,0.0
675.57,948.03,0.0
675.57,957.0,0.0
675.57,965.98,0.0
675.57,974.96,0.0
675.57,983.93,0.0
675.57,992.91,0.0
675.57,1001.9,0.0
675.57,1010.9,0.0
675.57,1019.8,0.0
675.57,1028.8,0.0
675.57,1037.8,0.0
675.57,1046.8,0.0
675.57,1055.7,0.0
675.57,1064.7,0.0
675.57,1073.7,0.0
675.57,1082.7,0.0
675.57,1091.7,0.0
675.57,1100.6,0.0
675.57,1109.6,0.0
675.57,1118.6,0.0
675.57,1127.6,0.0
675.57,1136.5,0.0
675.57,1145.5,0.0
689.58,5.4883,-1.7791
689.58,14.465,-1.7828
689.58,23.441,-1.7972
689.58,32.418,-1.8115
689.58,41.395,-1.8259
689.58,50.371,-1.8397
689.58,59.348,-1.8395
689.58,68.324,-1.8323
689.58,77.301,-1.8242
689.58,86.277,-1.8161
689.58,95.254,-1.808
689.58,104.23,-1.8145
689.58,113.21,-1.8405
689.58,122.18,-1.8731
689.58,131.16,-1.9058
689.58,140.14,-1.9385
689.58,149.11,-1.9712
689.58,158.09,-1.9935
689.58,167.07,-2.0146
689.58,176.04,-2.0357
689.58,185.02,-2.0569
689.58,194.0,-2.0512
689.58,202.97,-2.005
689.58,211.95,-1.9326
689.58,220.93,-1.8603
689.58,229.9,-1.7879
689.58,238.88,-1.7156
689.58,247.86,-1.7193
689.58,256.83,-1.5577
689.58,265.81,-1.3421
689.58,274.79,-1.1265
689.58,283.76,-0.91086
689.58,292.74,-0.74449
689.58,301.71,-0.72051
689.58,310.69,-0.91469
689.58,319.67,-1.1089
689.58,328.64,-1.303
689.58,337.62,-1.4972
689.58,346.6,-1.5309
689.58,355.57,-1.5124
689.58,364.55,-1.4783
689.58,373.53,-1.4312
689.58,382.5,-1.3841
689.58,391.48,-1.3496
689.58,400.46,-1.363
689.58,409.43,-1.3937
689.58,418.41,-1.4554
689.58,427.39,-1.5679
689.58,436.36,-1.7052
689.58,445.34,-1.4594
689.58,454.32,-1.3973
689.58,463.29,-1.5334
689.58,472.27,-1.1789
689.58,481.25,-1.0918
689.58,490.22,-1.1216
689.58,499.2,-1.4122
689.58,508.18,-1.4211
689.58,517.15,-1.4022
689.58,526.13,-1.4178
689.58,535.11,-1.536
689.58,544.08,-1.6268
689.58,553.06,-1.7078
689.58,562.04,-1.7698
689.58,571.01,-1.413
689.58,579.99,-1.13
689.58,588.96,-0.67634
689.58,597.94,-0.32232
689.58,606.92,0.0
689.58,615.89,0.0
689.58,624.87,0.0
689.58,633.85,0.0
689.58,642.82,0.0
689.58,651.8,0.0
689.58,660.78,0.0
689.58,669.75,0.0
689.58,678.73,0.0
689.58,687.71,0.0
689.58,696.68,0.0
689.58,705.66,0.0
689.58,714.64,0.0
689.58,723.61,0.0
689.58,732.59,0.0
689.58,741.57,0.0
689.58,750.54,0.0
689.58,759.52,0.0
689.58,768.5,0.0
689.58,777.47,0.0
689.58,786.45,0.0
689.58,795.43,0.0
689.58,804.4,0.0
689.58,813.38,0.0
689.58,822.36,0.0
689.58,831.33,0.0
689.58,840.31,0.0
689.58,849.29,0.0
689.58,858.26,0.0
689.58,867.24,0.0
689.58,876.21,0.0
689.58,885.19,0.0
689.58,894.17,0.0
689.58,903.14,0.0
689.58,912.12,0.0
689.58,921.1,0.0
689.58,930.07,0.0
689.58,939.05,0.0
689.58,948.03,0.0
689.58,957.0,0.0
689.58,965.98,0.0
689.58,974.96,0.0
689.58,983.93,0.0
689.58,992.91,0.0
689.58,1001.9,0.0
689.58,1010.9,0.0
689.58,1019.8,0.0
689.58,1028.8,0.0
689.58,1037.8,0.0
689.58,1046.8,0.0
689.58,1055.7,0.0
689.58,1064.7,0.0
689.58,1073.7,0.0
689.58,1082.7,0.0
689.58,1091.7,0.0
689.58,1100.6,0.0
689.58,1109.6,0.0
689.58,1118.6,0.0
689.58,1127.6,0.0
689.58,1136.5,0.0
689.58,1145.5,0.0
703.6,5.4883,-1.7309
703.6,14.465,-1.7453
703.6,23.441,-1.7597
703.6,32.418,-1.774
703.6,41.395,-1.7884
703.6,50.371,-1.8018
703.6,59.348,-1.7937
703.6,68.324,-1.7856
703.6,77.301,-1.7775
703.6,86.277,-1.7694
703.6,95.254,-1.7613
703.6,104.23,-1.7725
703.6,113.21,-1.8052
703.6,122.18,-1.8379
703.6,131.16,-1.8706
703.6,140.14,-1.9033
703.6,149.11,-1.932
703.6,158.09,-1.9529
703.6,167.07,-1.9741
703.6,176.04,-1.9952
703.6,185.02,-2.0163
703.6,194.0,-2.0375
703.6,202.97,-2.0545
703.6,211.95,-1.9898
703.6,220.93,-1.9175
703.6,229.9,-1.8451
703.6,238.88,-1.7728
703.6,247.86,-1.7004
703.6,256.83,-1.519
703.6,265.81,-1.3034
703.6,274.79,-1.0878
703.6,283.76,-0.87224
703.6,292.74,-0.65664
703.6,301.71,-0.51751
703.6,310.69,-0.64332
703.6,319.67,-0.8375
703.6,328.64,-1.0317
703.6,337.62,-1.2259
703.6,346.6,-1.42
703.6,355.57,-1.5438
703.6,364.55,-1.4967
703.6,373.53,-1.4496
703.6,382.5,-1.4025
703.6,391.48,-1.3554
703.6,400.46,-1.3102
703.6,409.43,-1.3267
703.6,418.41,-1.3573
703.6,427.39,-1.3825
703.6,436.36,-1.5027
703.6,445.34,-1.64
703.6,454.32,-1.6695
703.6,463.29,-1.315
703.6,472.27,-0.96052
703.6,481.25,-0.98756
703.6,490.22,-1.2809
703.6,499.2,-1.5743
703.6,508.18,-1.5192
703.6,517.15,-1.4211
703.6,526.13,-1.3461
703.6,535.11,-1.4636
703.6,544.08,-1.6046
703.6,553.06,-1.7294
703.6,562.04,-1.7914
703.6,571.01,-1.8195
703.6,579.99,-1.481
703.6,588.96,-1.0091
703.6,597.94,-0.5872
703.6,606.92,-0.45929
703.6,615.89,-0.28299
703.6,624.87,0.0
703.6,633.85,0.0
703.6,642.82,0.0
703.6,651.8,0.0
703.6,660.78,0.0
703.6,669.75,0.0
703.6,678.73,0.0
703.6,687.71,0.0
703.6,696.68,0.0
703.6,705.66,0.0
703.6,714.64,0.0
703.6,723.61,0.0
703.6,732.59,0.0
703.6,741.57,0.0
703.6,750.54,0.0
703.6,759.52,0.0
703.6,768.5,0.0
703.6,777.47,0.0
703.6,786.45,0.0
703.6,795.43,0.0
703.6,804.4,0.0
703.6,813.38,0.0
703.6,822.36,0.0
703.6,831.33,0.0
703.6,840.31,0.0
703.6,849.29,0.0
703.6,858.26,0.0
703.6,867.24,0.0
703.6,876.21,0.0
703.6,885.19,0.0
703.6,894.17,0.0
703.6,903.14,0.0
703.6,912.12,0.0
703.6,921.1,0.0
703.6,930.07,0.0
703.6,939.05,0.0
703.6,948.03,0.0
703.6,957.0,0.0
703.6,965.98,0.0
703.6,974.96,0.0
703.6,983.93,0.0
703.6,992.91,0.0
703.6,1001.9,0.0
703.6,1010.9,0.0
703.6,1019.8,0.0
703.6,1028.8,0.0
703.6,1037.8,0.0
703.6,1046.8,0.0
703.6,1055.7,0.0
703.6,1064.7,0.0
703.6,1073.7,0.0
703.6,1082.7,0.0
703.6,1091.7,0.0
703.6,1100.6,0.0
703.6,1109.6,0.0
703.6,1118.6,0.0
703.6,1127.6,0.0
703.6,1136.5,0.0
703.6,1145.5,0.0
717.61,5.4883,-1.5691
717.61,14.465,-1.6602
717.61,23.441,-1.7071
717.61,32.418,-1.7214
717.61,41.395,-1.7358
717.61,50.371,-1.7492
717.61,59.348,-1.7411
717.61,68.324,-1.733
717.61,77.301,-1.7249
717.61,86.277,-1.7169
717.61,95.254,-1.7092
717.61,104.23,-1.7205
717.61,113.21,-1.7532
717.61,122.18,-1.7859
717.61,131.16,-1.8186
717.61,140.14,-1.8399
717.61,149.11,-1.8594
717.61,158.09,-1.8804
717.61,167.07,-1.9015
717.61,176.04,-1.9226
717.61,185.02,-1.9368
717.61,194.0,-1.9339
717.61,202.97,-1.9445
717.61,211.95,-1.9823
717.61,220.93,-1.9794
717.61,229.9,-1.907
717.61,238.88,-1.8347
717.61,247.86,-1.7623
717.61,256.83,-1.581
717.61,265.81,-1.3654
717.61,274.79,-1.1498
717.61,283.76,-0.95726
717.61,292.74,-0.89241
