#: table_doi: 10.17182/hepdata.90835.v1/t78
#: name: T2bb significance
#: description: The observed significance of the SMS models for T2bb as function of the bottom squark and LSP masses. 
#: data_file: t2bb_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Significance,
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
2281.3,599.54,0.01876
2281.3,615.94,0.027718
2281.3,632.34,0.037173
2281.3,648.74,0.046628
2281.3,665.14,0.053517
2281.3,681.54,0.047005
2281.3,697.93,0.040494
2281.3,714.33,0.038872
2281.3,730.73,0.037954
2281.3,747.13,0.025815
2281.3,763.53,0.0057852
2281.3,779.93,-0.014244
2281.3,796.32,-0.034273
2281.3,812.72,-0.058716
2281.3,829.12,-0.084433
2281.3,845.52,-0.097701
2281.3,861.92,-0.097962
2281.3,878.32,-0.098222
2281.3,894.71,-0.098483
2281.3,911.11,-0.096819
2281.3,927.51,-0.094241
2281.3,943.91,-0.095435
2281.3,960.31,-0.10251
2281.3,976.71,-0.10958
2281.3,993.11,-0.11665
2281.3,1009.5,-0.12005
2281.3,1025.9,-0.12078
2281.3,1042.3,-0.12112
2281.3,1058.7,-0.12048
2281.3,1075.1,-0.11985
2281.3,1091.5,-0.11922
2281.3,1107.9,-0.1192
2281.3,1124.3,-0.11984
2281.3,1140.7,-0.12026
2281.3,1157.1,-0.11977
2281.3,1173.5,-0.11928
2281.3,1189.9,-0.11878
2281.3,1206.3,-0.11891
2281.3,1222.7,-0.12003
2281.3,1239.1,-0.1206
2281.3,1255.5,-0.11597
2281.3,1271.9,-0.11134
2281.3,1288.3,-0.10672
2281.3,1304.7,-0.10391
2281.3,1321.1,-0.10569
2281.3,1337.5,-0.10747
2281.3,1353.9,-0.10925
2281.3,1370.3,-0.10572
2281.3,1386.7,-0.096292
2281.3,1403.1,-0.089539
2281.3,1419.5,-0.09442
2281.3,1435.9,-0.099301
2281.3,1452.3,-0.10261
2281.3,1468.7,-0.10575
2281.3,1485.1,-0.10888
2281.3,1501.5,-0.11251
2281.3,1517.9,-0.12122
2281.3,1534.3,-0.12145
2281.3,1550.7,-0.12119
2281.3,1567.1,-0.12093
2281.3,1583.4,-0.12124
2281.3,1599.8,-0.12524
2281.3,1616.2,-0.1228
2281.3,1632.6,-0.13123
2281.3,1649.0,-0.14165
2281.3,1665.4,-0.14483
2281.3,1681.8,-0.12951
2281.3,1698.2,-0.10962
2281.3,1714.6,-0.11401
2281.3,1731.0,-0.12132
2281.3,1747.4,-0.12022
2281.3,1763.8,-0.12572
2281.3,1780.2,-0.13247
2281.3,1796.6,-0.13431
2281.3,1813.0,-0.1321
2281.3,1829.4,-0.12799
2281.3,1845.8,-0.12336
2281.3,1862.2,-0.11234
2281.3,1878.6,-0.099122
2281.3,1895.0,-0.095024
2281.3,1911.4,-0.08693
2281.3,1927.8,-0.086908
2281.3,1944.2,-0.095437
2281.3,1960.6,-0.00095565
2281.3,1977.0,0.078404
2281.3,1993.4,0.08757
2281.3,2009.8,0.10551
2281.3,2026.2,0.12934
2281.3,2042.6,0.043768
2281.3,2059.0,-0.023206
2281.3,2075.4,-0.034996
2281.3,2091.8,-0.021178
2293.8,9.1992,0.10763
2293.8,25.598,0.095574
2293.8,41.996,0.07888
2293.8,58.395,0.062186
2293.8,74.793,0.045493
2293.8,91.191,0.028799
2293.8,107.59,0.019949
2293.8,123.99,0.033074
2293.8,140.39,0.051701
2293.8,156.79,0.070327
2293.8,173.18,0.088953
2293.8,189.58,0.10758
2293.8,205.98,0.1167
2293.8,222.38,0.1111
2293.8,238.78,0.10671
2293.8,255.18,0.10232
2293.8,271.57,0.097927
2293.8,287.97,0.093537
2293.8,304.37,0.090194
2293.8,320.77,0.085647
2293.8,337.17,0.077086
2293.8,353.57,0.068524
2293.8,369.96,0.059962
2293.8,386.36,0.0514
2293.8,402.76,0.043254
2293.8,419.16,0.039534
2293.8,435.56,0.039289
2293.8,451.96,0.039043
2293.8,468.36,0.038798
2293.8,484.75,0.038553
2293.8,501.15,0.038585
2293.8,517.55,0.038557
2293.8,533.95,0.030147
2293.8,550.35,0.021737
2293.8,566.75,0.013327
2293.8,583.14,0.0049176
2293.8,599.54,-0.0034922
2293.8,615.94,0.0054653
2293.8,632.34,0.014921
2293.8,648.74,0.024376
2293.8,665.14,0.033832
2293.8,681.54,0.043287
2293.8,697.93,0.042583
2293.8,714.33,0.038826
2293.8,730.73,0.018797
2293.8,747.13,-0.0012327
2293.8,763.53,-0.021262
2293.8,779.93,-0.041291
2293.8,796.32,-0.061321
2293.8,812.72,-0.085418
2293.8,829.12,-0.085678
2293.8,845.52,-0.085938
2293.8,861.92,-0.086199
2293.8,878.32,-0.086459
2293.8,894.71,-0.08672
2293.8,911.11,-0.085056
2293.8,927.51,-0.091312
2293.8,943.91,-0.098383
2293.8,960.31,-0.10545
2293.8,976.71,-0.11253
2293.8,993.11,-0.1196
2293.8,1009.5,-0.123
2293.8,1025.9,-0.12261
2293.8,1042.3,-0.12198
2293.8,1058.7,-0.12135
2293.8,1075.1,-0.12072
2293.8,1091.5,-0.12009
2293.8,1107.9,-0.12007
2293.8,1124.3,-0.1199
2293.8,1140.7,-0.1194
2293.8,1157.1,-0.11891
2293.8,1173.5,-0.11842
2293.8,1189.9,-0.11792
2293.8,1206.3,-0.11805
2293.8,1222.7,-0.1156
2293.8,1239.1,-0.11097
2293.8,1255.5,-0.10635
2293.8,1271.9,-0.10172
2293.8,1288.3,-0.09709
2293.8,1304.7,-0.094289
2293.8,1321.1,-0.096068
2293.8,1337.5,-0.097847
2293.8,1353.9,-0.099626
2293.8,1370.3,-0.1014
2293.8,1386.7,-0.10318
2293.8,1403.1,-0.097
2293.8,1419.5,-0.10114
2293.8,1435.9,-0.10428
2293.8,1452.3,-0.10741
2293.8,1468.7,-0.11055
2293.8,1485.1,-0.11368
2293.8,1501.5,-0.11731
2293.8,1517.9,-0.11968
2293.8,1534.3,-0.11941
2293.8,1550.7,-0.11915
2293.8,1567.1,-0.11889
2293.8,1583.4,-0.11863
2293.8,1599.8,-0.11996
2293.8,1616.2,-0.12538
2293.8,1632.6,-0.1358
2293.8,1649.0,-0.14621
2293.8,1665.4,-0.13671
2293.8,1681.8,-0.11682
2293.8,1698.2,-0.096928
2293.8,1714.6,-0.10132
2293.8,1731.0,-0.10863
2293.8,1747.4,-0.11403
2293.8,1763.8,-0.11953
2293.8,1780.2,-0.12628
2293.8,1796.6,-0.13211
2293.8,1813.0,-0.1293
2293.8,1829.4,-0.12468
2293.8,1845.8,-0.12005
2293.8,1862.2,-0.10903
2293.8,1878.6,-0.095812
2293.8,1895.0,-0.083439
2293.8,1911.4,-0.081372
2293.8,1927.8,-0.089901
2293.8,1944.2,-0.098431
2293.8,1960.6,-0.041591
2293.8,1977.0,-0.032425
2293.8,1993.4,-0.023259
2293.8,2009.8,-0.0053193
2293.8,2026.2,0.018515
2293.8,2042.6,0.04235
2293.8,2059.0,-0.013596
2293.8,2075.4,-0.025387
2293.8,2091.8,-0.037178
2306.3,9.1992,0.097882
2306.3,25.598,0.081188
2306.3,41.996,0.064494
2306.3,58.395,0.047801
2306.3,74.793,0.031107
2306.3,91.191,0.019281
2306.3,107.59,0.030957
2306.3,123.99,0.049583
2306.3,140.39,0.068209
2306.3,156.79,0.086836
2306.3,173.18,0.10546
2306.3,189.58,0.12092
2306.3,205.98,0.11532
2306.3,222.38,0.11093
2306.3,238.78,0.10654
2306.3,255.18,0.10216
2306.3,271.57,0.097766
2306.3,287.97,0.093535
2306.3,304.37,0.093216
2306.3,320.77,0.086768
2306.3,337.17,0.078206
2306.3,353.57,0.069645
2306.3,369.96,0.061083
2306.3,386.36,0.052521
2306.3,402.76,0.045394
2306.3,419.16,0.045268
2306.3,435.56,0.045022
2306.3,451.96,0.044777
2306.3,468.36,0.044532
2306.3,484.75,0.044287
2306.3,501.15,0.043468
2306.3,517.55,0.035058
2306.3,533.95,0.026648
2306.3,550.35,0.018239
2306.3,566.75,0.0098288
2306.3,583.14,0.001419
2306.3,599.54,-0.003726
2306.3,615.94,-0.0050804
2306.3,632.34,0.004375
2306.3,648.74,0.01383
2306.3,665.14,0.023286
2306.3,681.54,0.032741
2306.3,697.93,0.042197
2306.3,714.33,0.025883
2306.3,730.73,0.0058534
2306.3,747.13,-0.014176
2306.3,763.53,-0.034205
2306.3,779.93,-0.054235
2306.3,796.32,-0.065147
2306.3,812.72,-0.066042
2306.3,829.12,-0.066302
2306.3,845.52,-0.066562
2306.3,861.92,-0.066823
2306.3,878.32,-0.067083
2306.3,894.71,-0.073022
2306.3,911.11,-0.082058
2306.3,927.51,-0.089129
2306.3,943.91,-0.096201
2306.3,960.31,-0.10327
2306.3,976.71,-0.11034
2306.3,993.11,-0.11662
2306.3,1009.5,-0.11825
2306.3,1025.9,-0.11762
2306.3,1042.3,-0.11699
2306.3,1058.7,-0.11636
2306.3,1075.1,-0.11573
2306.3,1091.5,-0.1151
2306.3,1107.9,-0.11832
2306.3,1124.3,-0.12004
2306.3,1140.7,-0.11955
2306.3,1157.1,-0.11906
2306.3,1173.5,-0.11856
2306.3,1189.9,-0.11807
2306.3,1206.3,-0.11599
2306.3,1222.7,-0.11136
2306.3,1239.1,-0.10674
2306.3,1255.5,-0.10211
2306.3,1271.9,-0.09748
2306.3,1288.3,-0.092013
2306.3,1304.7,-0.080802
2306.3,1321.1,-0.089672
2306.3,1337.5,-0.091451
2306.3,1353.9,-0.09323
2306.3,1370.3,-0.095009
2306.3,1386.7,-0.096788
2306.3,1403.1,-0.098821
2306.3,1419.5,-0.10196
2306.3,1435.9,-0.10509
2306.3,1452.3,-0.10823
2306.3,1468.7,-0.11136
2306.3,1485.1,-0.1145
2306.3,1501.5,-0.11224
2306.3,1517.9,-0.11888
2306.3,1534.3,-0.11862
2306.3,1550.7,-0.11836
2306.3,1567.1,-0.1181
2306.3,1583.4,-0.11783
2306.3,1599.8,-0.11757
2306.3,1616.2,-0.12789
2306.3,1632.6,-0.1383
2306.3,1649.0,-0.14593
2306.3,1665.4,-0.12731
2306.3,1681.8,-0.10741
2306.3,1698.2,-0.082931
2306.3,1714.6,-0.085521
2306.3,1731.0,-0.092835
2306.3,1747.4,-0.10223
2306.3,1763.8,-0.11112
2306.3,1780.2,-0.11786
2306.3,1796.6,-0.12461
2306.3,1813.0,-0.12232
2306.3,1829.4,-0.1177
2306.3,1845.8,-0.11292
2306.3,1862.2,-0.11026
2306.3,1878.6,-0.097046
2306.3,1895.0,-0.083832
2306.3,1911.4,-0.084064
2306.3,1927.8,-0.092594
2306.3,1944.2,-0.10112
2306.3,1960.6,-0.0982
2306.3,1977.0,-0.089034
2306.3,1993.4,-0.079869
2306.3,2009.8,-0.06708
2306.3,2026.2,-0.043245
2306.3,2042.6,-0.01941
2306.3,2059.0,-0.015137
2306.3,2075.4,-0.026927
2306.3,2091.8,-0.038718
2318.8,9.1992,0.10213
2318.8,25.598,0.085441
2318.8,41.996,0.068747
2318.8,58.395,0.052054
2318.8,74.793,0.051626
2318.8,91.191,0.057314
2318.8,107.59,0.06899
2318.8,123.99,0.087616
2318.8,140.39,0.10624
2318.8,156.79,0.12487
2318.8,173.18,0.12726
2318.8,189.58,0.12096
2318.8,205.98,0.11536
2318.8,222.38,0.11097
2318.8,238.78,0.10658
2318.8,255.18,0.10219
2318.8,271.57,0.10086
2318.8,287.97,0.10198
2318.8,304.37,0.10166
2318.8,320.77,0.097366
2318.8,337.17,0.093069
2318.8,353.57,0.084594
2318.8,369.96,0.076032
2318.8,386.36,0.06747
2318.8,402.76,0.060343
2318.8,419.16,0.060298
2318.8,435.56,0.060254
2318.8,451.96,0.060032
2318.8,468.36,0.059787
2318.8,484.75,0.059542
2318.8,501.15,0.058723
2318.8,517.55,0.050313
2318.8,533.95,0.041903
2318.8,550.35,0.033494
2318.8,566.75,0.026235
2318.8,583.14,0.022271
2318.8,599.54,0.018307
2318.8,615.94,0.014079
2318.8,632.34,0.0098439
2318.8,648.74,0.014991
2318.8,665.14,0.024447
2318.8,681.54,0.033902
2318.8,697.93,0.043357
2318.8,714.33,0.027044
2318.8,730.73,0.0070143
2318.8,747.13,-0.013015
2318.8,763.53,-0.031983
2318.8,779.93,-0.035071
2318.8,796.32,-0.038158
2318.8,812.72,-0.039052
2318.8,829.12,-0.039313
2318.8,845.52,-0.039573
2318.8,861.92,-0.039834
2318.8,878.32,-0.052542
2318.8,894.71,-0.065709
2318.8,911.11,-0.074745
2318.8,927.51,-0.081816
2318.8,943.91,-0.088887
2318.8,960.31,-0.095959
2318.8,976.71,-0.10101
2318.8,993.11,-0.10576
2318.8,1009.5,-0.10739
2318.8,1025.9,-0.10677
2318.8,1042.3,-0.10615
2318.8,1058.7,-0.10552
2318.8,1075.1,-0.10489
2318.8,1091.5,-0.10425
2318.8,1107.9,-0.10748
2318.8,1124.3,-0.11485
2318.8,1140.7,-0.1207
2318.8,1157.1,-0.12021
2318.8,1173.5,-0.11971
2318.8,1189.9,-0.11922
2318.8,1206.3,-0.11714
2318.8,1222.7,-0.11251
2318.8,1239.1,-0.10789
2318.8,1255.5,-0.10326
2318.8,1271.9,-0.088511
2318.8,1288.3,-0.06619
2318.8,1304.7,-0.054979
2318.8,1321.1,-0.07162
2318.8,1337.5,-0.088261
2318.8,1353.9,-0.090065
2318.8,1370.3,-0.091844
2318.8,1386.7,-0.093623
2318.8,1403.1,-0.095656
2318.8,1419.5,-0.098792
2318.8,1435.9,-0.10193
2318.8,1452.3,-0.10506
2318.8,1468.7,-0.10524
2318.8,1485.1,-0.10051
2318.8,1501.5,-0.097081
2318.8,1517.9,-0.10706
2318.8,1534.3,-0.11703
2318.8,1550.7,-0.1188
2318.8,1567.1,-0.11854
2318.8,1583.4,-0.11828
2318.8,1599.8,-0.11802
2318.8,1616.2,-0.12833
2318.8,1632.6,-0.13801
2318.8,1649.0,-0.13981
2318.8,1665.4,-0.12118
2318.8,1681.8,-0.10069
2318.8,1698.2,-0.064019
2318.8,1714.6,-0.066609
2318.8,1731.0,-0.073923
2318.8,1747.4,-0.090379
2318.8,1763.8,-0.099993
2318.8,1780.2,-0.10721
2318.8,1796.6,-0.11396
2318.8,1813.0,-0.11167
2318.8,1829.4,-0.10705
2318.8,1845.8,-0.10134
2318.8,1862.2,-0.10697
2318.8,1878.6,-0.10282
2318.8,1895.0,-0.089609
2318.8,1911.4,-0.088441
2318.8,1927.8,-0.094984
2318.8,1944.2,-0.10351
2318.8,1960.6,-0.10059
2318.8,1977.0,-0.091425
2318.8,1993.4,-0.079935
2318.8,2009.8,-0.070694
2318.8,2026.2,-0.055937
2318.8,2042.6,-0.032102
2318.8,2059.0,-0.027828
2318.8,2075.4,-0.039619
2318.8,2091.8,-0.041282
2331.3,9.1992,0.10639
2331.3,25.598,0.089694
2331.3,41.996,0.078284
2331.3,58.395,0.083972
2331.3,74.793,0.089659
2331.3,91.191,0.095347
2331.3,107.59,0.10702
2331.3,123.99,0.12565
2331.3,140.39,0.13989
2331.3,156.79,0.13359
2331.3,173.18,0.1273
2331.3,189.58,0.121
2331.3,205.98,0.1154
2331.3,222.38,0.11101
2331.3,238.78,0.10705
2331.3,255.18,0.10818
2331.3,271.57,0.1093
2331.3,287.97,0.11043
2331.3,304.37,0.11011
2331.3,320.77,0.10581
2331.3,337.17,0.10152
2331.3,353.57,0.097219
2331.3,369.96,0.090981
2331.3,386.36,0.082419
2331.3,402.76,0.075292
2331.3,419.16,0.075247
2331.3,435.56,0.075203
2331.3,451.96,0.075158
2331.3,468.36,0.075042
2331.3,484.75,0.074797
2331.3,501.15,0.073978
2331.3,517.55,0.065568
2331.3,533.95,0.057158
2331.3,550.35,0.052232
2331.3,566.75,0.048267
2331.3,583.14,0.044303
2331.3,599.54,0.040339
2331.3,615.94,0.036112
2331.3,632.34,0.031876
2331.3,648.74,0.027641
2331.3,665.14,0.025608
2331.3,681.54,0.035063
2331.3,697.93,0.044518
2331.3,714.33,0.028204
2331.3,730.73,0.0081751
2331.3,747.13,-0.0019063
2331.3,763.53,-0.0049939
2331.3,779.93,-0.0080816
2331.3,796.32,-0.011169
2331.3,812.72,-0.012063
2331.3,829.12,-0.012324
2331.3,845.52,-0.018896
2331.3,861.92,-0.032063
2331.3,878.32,-0.045229
2331.3,894.71,-0.058396
2331.3,911.11,-0.067432
2331.3,927.51,-0.074503
2331.3,943.91,-0.080665
2331.3,960.31,-0.085409
2331.3,976.71,-0.090154
2331.3,993.11,-0.094898
2331.3,1009.5,-0.096533
2331.3,1025.9,-0.095911
2331.3,1042.3,-0.09529
2331.3,1058.7,-0.094669
2331.3,1075.1,-0.09404
2331.3,1091.5,-0.093409
2331.3,1107.9,-0.096632
2331.3,1124.3,-0.10401
2331.3,1140.7,-0.11138
2331.3,1157.1,-0.11876
2331.3,1173.5,-0.12086
2331.3,1189.9,-0.12037
2331.3,1206.3,-0.11829
2331.3,1222.7,-0.11366
2331.3,1239.1,-0.10733
2331.3,1255.5,-0.085008
2331.3,1271.9,-0.062688
2331.3,1288.3,-0.040367
2331.3,1304.7,-0.029156
2331.3,1321.1,-0.045797
2331.3,1337.5,-0.062438
2331.3,1353.9,-0.07908
2331.3,1370.3,-0.088679
2331.3,1386.7,-0.090458
2331.3,1403.1,-0.092491
2331.3,1419.5,-0.095627
2331.3,1435.9,-0.098762
2331.3,1452.3,-0.094814
2331.3,1468.7,-0.09008
2331.3,1485.1,-0.085345
2331.3,1501.5,-0.081918
2331.3,1517.9,-0.091895
2331.3,1534.3,-0.10187
2331.3,1550.7,-0.11185
2331.3,1567.1,-0.11898
2331.3,1583.4,-0.11872
2331.3,1599.8,-0.11846
2331.3,1616.2,-0.12878
2331.3,1632.6,-0.13189
2331.3,1649.0,-0.13368
2331.3,1665.4,-0.11506
2331.3,1681.8,-0.081775
2331.3,1698.2,-0.045107
2331.3,1714.6,-0.047696
2331.3,1731.0,-0.061951
2331.3,1747.4,-0.078529
2331.3,1763.8,-0.088142
2331.3,1780.2,-0.096463
2331.3,1796.6,-0.10331
2331.3,1813.0,-0.10102
2331.3,1829.4,-0.095601
2331.3,1845.8,-0.089754
2331.3,1862.2,-0.095391
2331.3,1878.6,-0.10495
2331.3,1895.0,-0.095387
2331.3,1911.4,-0.094219
2331.3,1927.8,-0.098305
2331.3,1944.2,-0.1059
2331.3,1960.6,-0.10298
2331.3,1977.0,-0.092237
2331.3,1993.4,-0.079937
2331.3,2009.8,-0.070696
2331.3,2026.2,-0.063509
2331.3,2042.6,-0.044794
2331.3,2059.0,-0.04052
2331.3,2075.4,-0.045925
2331.3,2091.8,-0.041974
2343.8,9.1992,0.11064
2343.8,25.598,0.11063
2343.8,41.996,0.11632
2343.8,58.395,0.122
2343.8,74.793,0.12769
2343.8,91.191,0.13338
2343.8,107.59,0.14506
2343.8,123.99,0.14622
2343.8,140.39,0.13993
2343.8,156.79,0.13363
2343.8,173.18,0.12734
2343.8,189.58,0.12104
2343.8,205.98,0.11544
2343.8,222.38,0.11437
2343.8,238.78,0.1155
2343.8,255.18,0.11663
2343.8,271.57,0.11775
2343.8,287.97,0.11888
2343.8,304.37,0.11856
2343.8,320.77,0.11426
2343.8,337.17,0.10996
2343.8,353.57,0.10567
2343.8,369.96,0.10137
2343.8,386.36,0.097073
2343.8,402.76,0.090241
2343.8,419.16,0.090196
2343.8,435.56,0.090152
2343.8,451.96,0.090107
2343.8,468.36,0.090063
2343.8,484.75,0.090018
2343.8,501.15,0.089233
2343.8,517.55,0.082192
2343.8,533.95,0.078228
2343.8,550.35,0.074264
2343.8,566.75,0.0703
2343.8,583.14,0.066336
2343.8,599.54,0.062372
2343.8,615.94,0.058144
2343.8,632.34,0.053909
2343.8,648.74,0.049674
2343.8,665.14,0.045439
2343.8,681.54,0.041204
2343.8,697.93,0.045679
2343.8,714.33,0.031258
2343.8,730.73,0.02817
2343.8,747.13,0.025083
2343.8,763.53,0.021995
2343.8,779.93,0.018907
2343.8,796.32,0.01582
2343.8,812.72,0.01475
2343.8,829.12,0.0015838
2343.8,845.52,-0.011583
2343.8,861.92,-0.024749
2343.8,878.32,-0.037916
2343.8,894.71,-0.051083
2343.8,911.11,-0.060119
2343.8,927.51,-0.06506
2343.8,943.91,-0.069804
2343.8,960.31,-0.074549
2343.8,976.71,-0.079293
2343.8,993.11,-0.084038
2343.8,1009.5,-0.085672
2343.8,1025.9,-0.085051
2343.8,1042.3,-0.08443
2343.8,1058.7,-0.083808
2343.8,1075.1,-0.083187
2343.8,1091.5,-0.082563
2343.8,1107.9,-0.085787
2343.8,1124.3,-0.093162
2343.8,1140.7,-0.10054
2343.8,1157.1,-0.10791
2343.8,1173.5,-0.11529
2343.8,1189.9,-0.12152
2343.8,1206.3,-0.11944
2343.8,1222.7,-0.10383
2343.8,1239.1,-0.081506
2343.8,1255.5,-0.059185
2343.8,1271.9,-0.036865
2343.8,1288.3,-0.014544
2343.8,1304.7,-0.003333
2343.8,1321.1,-0.019974
2343.8,1337.5,-0.036615
2343.8,1353.9,-0.053256
2343.8,1370.3,-0.069898
2343.8,1386.7,-0.086539
2343.8,1403.1,-0.089326
2343.8,1419.5,-0.089119
2343.8,1435.9,-0.084385
2343.8,1452.3,-0.079651
2343.8,1468.7,-0.074916
2343.8,1485.1,-0.070182
2343.8,1501.5,-0.066755
2343.8,1517.9,-0.076732
2343.8,1534.3,-0.086708
2343.8,1550.7,-0.096685
2343.8,1567.1,-0.10666
2343.8,1583.4,-0.11664
2343.8,1599.8,-0.11891
2343.8,1616.2,-0.12397
2343.8,1632.6,-0.12576
2343.8,1649.0,-0.12756
2343.8,1665.4,-0.099531
2343.8,1681.8,-0.062863
2343.8,1698.2,-0.026195
2343.8,1714.6,-0.033522
2343.8,1731.0,-0.0501
2343.8,1747.4,-0.066678
2343.8,1763.8,-0.076291
2343.8,1780.2,-0.084612
2343.8,1796.6,-0.092657
2343.8,1813.0,-0.089865
2343.8,1829.4,-0.084019
2343.8,1845.8,-0.078172
2343.8,1862.2,-0.083809
2343.8,1878.6,-0.093368
2343.8,1895.0,-0.10116
2343.8,1911.4,-0.099996
2343.8,1927.8,-0.10408
2343.8,1944.2,-0.10829
2343.8,1960.6,-0.10454
2343.8,1977.0,-0.092238
2343.8,1993.4,-0.079939
2343.8,2009.8,-0.070698
2343.8,2026.2,-0.06351
2343.8,2042.6,-0.056323
2343.8,2059.0,-0.050568
2343.8,2075.4,-0.046617
2343.8,2091.8,-0.042666
2356.3,9.1992,0.13163
2356.3,25.598,0.13732
2356.3,41.996,0.14301
2356.3,58.395,0.1487
2356.3,74.793,0.15438
2356.3,91.191,0.15749
2356.3,107.59,0.15125
2356.3,123.99,0.14496
2356.3,140.39,0.13866
2356.3,156.79,0.13237
2356.3,173.18,0.12607
2356.3,189.58,0.12152
2356.3,205.98,0.12669
2356.3,222.38,0.12781
2356.3,238.78,0.12894
2356.3,255.18,0.13006
2356.3,271.57,0.13119
2356.3,287.97,0.1321
2356.3,304.37,0.12252
2356.3,320.77,0.11094
2356.3,337.17,0.10665
2356.3,353.57,0.10235
2356.3,369.96,0.098054
2356.3,386.36,0.093757
2356.3,402.76,0.090176
2356.3,419.16,0.090132
2356.3,435.56,0.090087
2356.3,451.96,0.090043
2356.3,468.36,0.089998
2356.3,484.75,0.089953
2356.3,501.15,0.10219
2356.3,517.55,0.098221
2356.3,533.95,0.094257
2356.3,550.35,0.090293
2356.3,566.75,0.086329
2356.3,583.14,0.082365
2356.3,599.54,0.080268
2356.3,615.94,0.077017
2356.3,632.34,0.072782
2356.3,648.74,0.068547
2356.3,665.14,0.064312
2356.3,681.54,0.060076
2356.3,697.93,0.055841
2356.3,714.33,0.052609
2356.3,730.73,0.049521
2356.3,747.13,0.046434
2356.3,763.53,0.043346
2356.3,779.93,0.040259
2356.3,796.32,0.035975
2356.3,812.72,0.024569
2356.3,829.12,0.011402
2356.3,845.52,-0.0017642
2356.3,861.92,-0.014931
2356.3,878.32,-0.028098
2356.3,894.71,-0.041897
2356.3,911.11,-0.049819
2356.3,927.51,-0.054564
2356.3,943.91,-0.059308
2356.3,960.31,-0.064053
2356.3,976.71,-0.068797
2356.3,993.11,-0.073995
2356.3,1009.5,-0.066619
2356.3,1025.9,-0.062982
2356.3,1042.3,-0.062361
2356.3,1058.7,-0.06174
2356.3,1075.1,-0.061118
2356.3,1091.5,-0.060497
2356.3,1107.9,-0.063725
2356.3,1124.3,-0.071101
2356.3,1140.7,-0.078476
2356.3,1157.1,-0.085852
2356.3,1173.5,-0.093228
2356.3,1189.9,-0.10037
2356.3,1206.3,-0.095378
2356.3,1222.7,-0.073058
2356.3,1239.1,-0.050737
2356.3,1255.5,-0.028417
2356.3,1271.9,-0.0060963
2356.3,1288.3,0.014512
2356.3,1304.7,0.0039903
2356.3,1321.1,-0.0058076
2356.3,1337.5,-0.022449
2356.3,1353.9,-0.03909
2356.3,1370.3,-0.055731
2356.3,1386.7,-0.072372
2356.3,1403.1,-0.085016
2356.3,1419.5,-0.080282
2356.3,1435.9,-0.075548
2356.3,1452.3,-0.070814
2356.3,1468.7,-0.06608
2356.3,1485.1,-0.061346
2356.3,1501.5,-0.0525
2356.3,1517.9,-0.062476
2356.3,1534.3,-0.072453
2356.3,1550.7,-0.08243
2356.3,1567.1,-0.092406
2356.3,1583.4,-0.10238
2356.3,1599.8,-0.11661
2356.3,1616.2,-0.11854
2356.3,1632.6,-0.12034
2356.3,1649.0,-0.12137
2356.3,1665.4,-0.10057
2356.3,1681.8,-0.063905
2356.3,1698.2,-0.027237
2356.3,1714.6,-0.038095
2356.3,1731.0,-0.054673
2356.3,1747.4,-0.061996
2356.3,1763.8,-0.065162
2356.3,1780.2,-0.073483
2356.3,1796.6,-0.082091
2356.3,1813.0,-0.079493
2356.3,1829.4,-0.073647
2356.3,1845.8,-0.070001
2356.3,1862.2,-0.076007
2356.3,1878.6,-0.085566
2356.3,1895.0,-0.095126
2356.3,1911.4,-0.10087
2356.3,1927.8,-0.10496
2356.3,1944.2,-0.10904
2356.3,1960.6,-0.10246
2356.3,1977.0,-0.090165
2356.3,1993.4,-0.077865
2356.3,2009.8,-0.073339
2356.3,2026.2,-0.066152
2356.3,2042.6,-0.058965
2356.3,2059.0,-0.053259
2356.3,2075.4,-0.049308
2356.3,2091.8,-0.045357
2368.8,9.1992,0.14698
2368.8,25.598,0.15267
2368.8,41.996,0.15836
2368.8,58.395,0.16405
2368.8,74.793,0.1611
2368.8,91.191,0.15492
2368.8,107.59,0.14868
2368.8,123.99,0.14239
2368.8,140.39,0.13609
2368.8,156.79,0.1298
2368.8,173.18,0.13247
2368.8,189.58,0.13995
2368.8,205.98,0.14511
2368.8,222.38,0.14624
2368.8,238.78,0.14737
2368.8,255.18,0.14849
2368.8,271.57,0.14558
2368.8,287.97,0.1394
2368.8,304.37,0.12982
2368.8,320.77,0.11084
2368.8,337.17,0.091866
2368.8,353.57,0.087272
2368.8,369.96,0.082975
2368.8,386.36,0.078678
2368.8,402.76,0.075097
2368.8,419.16,0.075053
2368.8,435.56,0.075008
2368.8,451.96,0.074964
2368.8,468.36,0.080799
2368.8,484.75,0.097221
2368.8,501.15,0.11221
2368.8,517.55,0.10825
2368.8,533.95,0.10428
2368.8,550.35,0.10032
2368.8,566.75,0.097013
2368.8,583.14,0.095591
2368.8,599.54,0.094169
2368.8,615.94,0.091168
2368.8,632.34,0.088121
2368.8,648.74,0.08426
2368.8,665.14,0.080025
2368.8,681.54,0.075789
2368.8,697.93,0.071554
2368.8,714.33,0.068322
2368.8,730.73,0.065234
2368.8,747.13,0.062147
2368.8,763.53,0.05892
