#: table_doi: 10.17182/hepdata.90835.v1/t79
#: name: T2qq significance
#: description: The observed significance of the SMS models for T2qq as function of the LSP and light squark masses. 
#: data_file: t2qq_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Significance,
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
706.25,78.309,-0.51073
706.25,95.488,-0.50727
706.25,112.67,-0.51414
706.25,129.85,-0.50615
706.25,147.03,-0.49816
706.25,164.21,-0.49016
706.25,181.39,-0.48217
706.25,198.57,-0.47418
706.25,215.75,-0.49174
706.25,232.93,-0.51162
706.25,250.11,-0.52238
706.25,267.29,-0.49377
706.25,284.46,-0.45736
706.25,301.64,-0.42333
706.25,318.82,-0.41189
706.25,336.0,-0.40044
706.25,353.18,-0.38445
706.25,370.36,-0.32413
706.25,387.54,-0.26382
706.25,404.72,-0.19268
706.25,421.9,-0.066219
706.25,439.08,0.060238
706.25,456.26,0.16912
706.25,473.44,0.30214
706.25,490.62,0.43516
706.25,507.8,0.53664
706.25,524.98,0.49848
706.25,542.16,0.46031
706.25,559.34,0.41092
706.25,576.52,0.35212
706.25,593.7,0.29331
706.25,610.88,0.20652
706.25,628.06,0.014192
706.25,645.24,-0.17814
706.25,662.42,-0.47157
706.25,679.6,-0.71239
706.25,696.78,0.0
706.25,713.96,0.0
706.25,731.14,0.0
706.25,748.32,0.0
706.25,765.5,0.0
706.25,782.68,0.0
706.25,799.86,0.0
706.25,817.04,0.0
706.25,834.21,0.0
706.25,851.39,0.0
706.25,868.57,0.0
706.25,885.75,0.0
706.25,902.93,0.0
706.25,920.11,0.0
706.25,937.29,0.0
706.25,954.47,0.0
706.25,971.65,0.0
706.25,988.83,0.0
706.25,1006.0,0.0
706.25,1023.2,0.0
706.25,1040.4,0.0
706.25,1057.6,0.0
706.25,1074.7,0.0
706.25,1091.9,0.0
706.25,1109.1,0.0
706.25,1126.3,0.0
706.25,1143.4,0.0
706.25,1160.6,0.0
706.25,1177.8,0.0
706.25,1195.0,0.0
706.25,1212.2,0.0
706.25,1229.3,0.0
706.25,1246.5,0.0
706.25,1263.7,0.0
706.25,1280.9,0.0
706.25,1298.1,0.0
706.25,1315.2,0.0
706.25,1332.4,0.0
706.25,1349.6,0.0
706.25,1366.8,0.0
706.25,1384.0,0.0
706.25,1401.1,0.0
706.25,1418.3,0.0
706.25,1435.5,0.0
706.25,1452.7,0.0
706.25,1469.9,0.0
706.25,1487.0,0.0
706.25,1504.2,0.0
706.25,1521.4,0.0
706.25,1538.6,0.0
706.25,1555.8,0.0
706.25,1572.9,0.0
706.25,1590.1,0.0
706.25,1607.3,0.0
706.25,1624.5,0.0
706.25,1641.7,0.0
706.25,1658.8,0.0
706.25,1676.0,0.0
706.25,1693.2,0.0
706.25,1710.4,0.0
706.25,1727.6,0.0
706.25,1744.7,0.0
706.25,1761.9,0.0
706.25,1779.1,0.0
706.25,1796.3,0.0
706.25,1813.5,0.0
706.25,1830.6,0.0
706.25,1847.8,0.0
706.25,1865.0,0.0
706.25,1882.2,0.0
706.25,1899.4,0.0
706.25,1916.5,0.0
706.25,1933.7,0.0
706.25,1950.9,0.0
706.25,1968.1,0.0
706.25,1985.3,0.0
706.25,2002.4,0.0
706.25,2019.6,0.0
706.25,2036.8,0.0
706.25,2054.0,0.0
706.25,2071.2,0.0
706.25,2088.3,0.0
706.25,2105.5,0.0
706.25,2122.7,0.0
706.25,2139.9,0.0
706.25,2157.1,0.0
706.25,2174.2,0.0
706.25,2191.4,0.0
718.75,9.5898,-0.49135
718.75,26.77,-0.49554
718.75,43.949,-0.49973
718.75,61.129,-0.50391
718.75,78.309,-0.49308
718.75,95.488,-0.48055
718.75,112.67,-0.48764
718.75,129.85,-0.50171
718.75,147.03,-0.50355
718.75,164.21,-0.49556
718.75,181.39,-0.48757
718.75,198.57,-0.47958
718.75,215.75,-0.49713
718.75,232.93,-0.51462
718.75,250.11,-0.50996
718.75,267.29,-0.49536
718.75,284.46,-0.46081
718.75,301.64,-0.42678
718.75,318.82,-0.41534
718.75,336.0,-0.40732
718.75,353.18,-0.39692
718.75,370.36,-0.3366
718.75,387.54,-0.2837
718.75,404.72,-0.21986
718.75,421.9,-0.093401
718.75,439.08,0.008039
718.75,456.26,0.10201
718.75,473.44,0.23503
718.75,490.62,0.36996
718.75,507.8,0.48322
718.75,524.98,0.52375
718.75,542.16,0.48558
718.75,559.34,0.43619
718.75,576.52,0.37739
718.75,593.7,0.33666
718.75,610.88,0.28512
718.75,628.06,0.15261
718.75,645.24,-0.03972
718.75,662.42,-0.33315
718.75,679.6,-0.55201
718.75,696.78,0.0
718.75,713.96,0.0
718.75,731.14,0.0
718.75,748.32,0.0
718.75,765.5,0.0
718.75,782.68,0.0
718.75,799.86,0.0
718.75,817.04,0.0
718.75,834.21,0.0
718.75,851.39,0.0
718.75,868.57,0.0
718.75,885.75,0.0
718.75,902.93,0.0
718.75,920.11,0.0
718.75,937.29,0.0
718.75,954.47,0.0
718.75,971.65,0.0
718.75,988.83,0.0
718.75,1006.0,0.0
718.75,1023.2,0.0
718.75,1040.4,0.0
718.75,1057.6,0.0
718.75,1074.7,0.0
718.75,1091.9,0.0
718.75,1109.1,0.0
718.75,1126.3,0.0
718.75,1143.4,0.0
718.75,1160.6,0.0
718.75,1177.8,0.0
718.75,1195.0,0.0
718.75,1212.2,0.0
718.75,1229.3,0.0
718.75,1246.5,0.0
718.75,1263.7,0.0
718.75,1280.9,0.0
718.75,1298.1,0.0
718.75,1315.2,0.0
718.75,1332.4,0.0
718.75,1349.6,0.0
718.75,1366.8,0.0
718.75,1384.0,0.0
718.75,1401.1,0.0
718.75,1418.3,0.0
718.75,1435.5,0.0
718.75,1452.7,0.0
718.75,1469.9,0.0
718.75,1487.0,0.0
718.75,1504.2,0.0
718.75,1521.4,0.0
718.75,1538.6,0.0
718.75,1555.8,0.0
718.75,1572.9,0.0
718.75,1590.1,0.0
718.75,1607.3,0.0
718.75,1624.5,0.0
718.75,1641.7,0.0
718.75,1658.8,0.0
718.75,1676.0,0.0
718.75,1693.2,0.0
718.75,1710.4,0.0
718.75,1727.6,0.0
718.75,1744.7,0.0
718.75,1761.9,0.0
718.75,1779.1,0.0
718.75,1796.3,0.0
718.75,1813.5,0.0
718.75,1830.6,0.0
718.75,1847.8,0.0
718.75,1865.0,0.0
718.75,1882.2,0.0
718.75,1899.4,0.0
718.75,1916.5,0.0
718.75,1933.7,0.0
718.75,1950.9,0.0
718.75,1968.1,0.0
718.75,1985.3,0.0
718.75,2002.4,0.0
718.75,2019.6,0.0
718.75,2036.8,0.0
718.75,2054.0,0.0
718.75,2071.2,0.0
718.75,2088.3,0.0
718.75,2105.5,0.0
718.75,2122.7,0.0
718.75,2139.9,0.0
718.75,2157.1,0.0
718.75,2174.2,0.0
718.75,2191.4,0.0
731.25,9.5898,-0.48872
731.25,26.77,-0.49291
731.25,43.949,-0.49143
731.25,61.129,-0.4789
731.25,78.309,-0.46637
731.25,95.488,-0.45384
731.25,112.67,-0.46092
731.25,129.85,-0.475
731.25,147.03,-0.48907
731.25,164.21,-0.50095
731.25,181.39,-0.49296
731.25,198.57,-0.48497
731.25,215.75,-0.50252
731.25,232.93,-0.5022
731.25,250.11,-0.49753
731.25,267.29,-0.48294
731.25,284.46,-0.46426
731.25,301.64,-0.43023
731.25,318.82,-0.41884
731.25,336.0,-0.41979
731.25,353.18,-0.40939
731.25,370.36,-0.35097
731.25,387.54,-0.31088
731.25,404.72,-0.24704
731.25,421.9,-0.13065
731.25,439.08,-0.059071
731.25,456.26,0.034904
731.25,473.44,0.16888
731.25,490.62,0.3054
731.25,507.8,0.41866
731.25,524.98,0.50396
731.25,542.16,0.51085
731.25,559.34,0.46146
731.25,576.52,0.41394
731.25,593.7,0.38008
731.25,610.88,0.32855
731.25,628.06,0.26678
731.25,645.24,0.098699
731.25,662.42,-0.17005
731.25,679.6,-0.3629
731.25,696.78,-0.43571
731.25,713.96,0.0
731.25,731.14,0.0
731.25,748.32,0.0
731.25,765.5,0.0
731.25,782.68,0.0
731.25,799.86,0.0
731.25,817.04,0.0
731.25,834.21,0.0
731.25,851.39,0.0
731.25,868.57,0.0
731.25,885.75,0.0
731.25,902.93,0.0
731.25,920.11,0.0
731.25,937.29,0.0
731.25,954.47,0.0
731.25,971.65,0.0
731.25,988.83,0.0
731.25,1006.0,0.0
731.25,1023.2,0.0
731.25,1040.4,0.0
731.25,1057.6,0.0
731.25,1074.7,0.0
731.25,1091.9,0.0
731.25,1109.1,0.0
731.25,1126.3,0.0
731.25,1143.4,0.0
731.25,1160.6,0.0
731.25,1177.8,0.0
731.25,1195.0,0.0
731.25,1212.2,0.0
731.25,1229.3,0.0
731.25,1246.5,0.0
731.25,1263.7,0.0
731.25,1280.9,0.0
731.25,1298.1,0.0
731.25,1315.2,0.0
731.25,1332.4,0.0
731.25,1349.6,0.0
731.25,1366.8,0.0
731.25,1384.0,0.0
731.25,1401.1,0.0
731.25,1418.3,0.0
731.25,1435.5,0.0
731.25,1452.7,0.0
731.25,1469.9,0.0
731.25,1487.0,0.0
731.25,1504.2,0.0
731.25,1521.4,0.0
731.25,1538.6,0.0
731.25,1555.8,0.0
731.25,1572.9,0.0
731.25,1590.1,0.0
731.25,1607.3,0.0
731.25,1624.5,0.0
731.25,1641.7,0.0
731.25,1658.8,0.0
731.25,1676.0,0.0
731.25,1693.2,0.0
731.25,1710.4,0.0
731.25,1727.6,0.0
731.25,1744.7,0.0
731.25,1761.9,0.0
731.25,1779.1,0.0
731.25,1796.3,0.0
731.25,1813.5,0.0
731.25,1830.6,0.0
731.25,1847.8,0.0
731.25,1865.0,0.0
731.25,1882.2,0.0
731.25,1899.4,0.0
731.25,1916.5,0.0
731.25,1933.7,0.0
731.25,1950.9,0.0
731.25,1968.1,0.0
731.25,1985.3,0.0
731.25,2002.4,0.0
731.25,2019.6,0.0
731.25,2036.8,0.0
731.25,2054.0,0.0
731.25,2071.2,0.0
731.25,2088.3,0.0
731.25,2105.5,0.0
731.25,2122.7,0.0
731.25,2139.9,0.0
731.25,2157.1,0.0
731.25,2174.2,0.0
731.25,2191.4,0.0
743.75,9.5898,-0.4861
743.75,26.77,-0.47725
743.75,43.949,-0.46472
743.75,61.129,-0.45219
743.75,78.309,-0.43966
743.75,95.488,-0.42713
743.75,112.67,-0.43421
743.75,129.85,-0.44828
743.75,147.03,-0.46235
743.75,164.21,-0.47643
743.75,181.39,-0.4905
743.75,198.57,-0.49036
743.75,215.75,-0.49438
743.75,232.93,-0.48977
743.75,250.11,-0.48511
743.75,267.29,-0.47051
743.75,284.46,-0.45592
743.75,301.64,-0.43368
743.75,318.82,-0.43131
743.75,336.0,-0.43226
743.75,353.18,-0.42186
743.75,370.36,-0.37816
743.75,387.54,-0.33806
743.75,404.72,-0.27422
743.75,421.9,-0.19776
743.75,439.08,-0.12618
743.75,456.26,-0.032203
743.75,473.44,0.10431
743.75,490.62,0.24083
743.75,507.8,0.35409
743.75,524.98,0.43939
743.75,542.16,0.52469
743.75,559.34,0.49122
743.75,576.52,0.45736
743.75,593.7,0.4235
743.75,610.88,0.37197
743.75,628.06,0.3102
743.75,645.24,0.23712
743.75,662.42,0.019063
743.75,679.6,-0.17379
743.75,696.78,-0.36665
743.75,713.96,-0.22619
743.75,731.14,0.0
743.75,748.32,0.0
743.75,765.5,0.0
743.75,782.68,0.0
743.75,799.86,0.0
743.75,817.04,0.0
743.75,834.21,0.0
743.75,851.39,0.0
743.75,868.57,0.0
743.75,885.75,0.0
743.75,902.93,0.0
743.75,920.11,0.0
743.75,937.29,0.0
743.75,954.47,0.0
743.75,971.65,0.0
743.75,988.83,0.0
743.75,1006.0,0.0
743.75,1023.2,0.0
743.75,1040.4,0.0
743.75,1057.6,0.0
743.75,1074.7,0.0
743.75,1091.9,0.0
743.75,1109.1,0.0
743.75,1126.3,0.0
743.75,1143.4,0.0
743.75,1160.6,0.0
743.75,1177.8,0.0
743.75,1195.0,0.0
743.75,1212.2,0.0
743.75,1229.3,0.0
743.75,1246.5,0.0
743.75,1263.7,0.0
743.75,1280.9,0.0
743.75,1298.1,0.0
743.75,1315.2,0.0
743.75,1332.4,0.0
743.75,1349.6,0.0
743.75,1366.8,0.0
743.75,1384.0,0.0
743.75,1401.1,0.0
743.75,1418.3,0.0
743.75,1435.5,0.0
743.75,1452.7,0.0
743.75,1469.9,0.0
743.75,1487.0,0.0
743.75,1504.2,0.0
743.75,1521.4,0.0
743.75,1538.6,0.0
743.75,1555.8,0.0
743.75,1572.9,0.0
743.75,1590.1,0.0
743.75,1607.3,0.0
743.75,1624.5,0.0
743.75,1641.7,0.0
743.75,1658.8,0.0
743.75,1676.0,0.0
743.75,1693.2,0.0
743.75,1710.4,0.0
743.75,1727.6,0.0
743.75,1744.7,0.0
743.75,1761.9,0.0
743.75,1779.1,0.0
743.75,1796.3,0.0
743.75,1813.5,0.0
743.75,1830.6,0.0
743.75,1847.8,0.0
743.75,1865.0,0.0
743.75,1882.2,0.0
743.75,1899.4,0.0
743.75,1916.5,0.0
743.75,1933.7,0.0
743.75,1950.9,0.0
743.75,1968.1,0.0
743.75,1985.3,0.0
743.75,2002.4,0.0
743.75,2019.6,0.0
743.75,2036.8,0.0
743.75,2054.0,0.0
743.75,2071.2,0.0
743.75,2088.3,0.0
743.75,2105.5,0.0
743.75,2122.7,0.0
743.75,2139.9,0.0
743.75,2157.1,0.0
743.75,2174.2,0.0
743.75,2191.4,0.0
756.25,9.5898,-0.47009
756.25,26.77,-0.45756
756.25,43.949,-0.44502
756.25,61.129,-0.43249
756.25,78.309,-0.41996
756.25,95.488,-0.40902
756.25,112.67,-0.41396
756.25,129.85,-0.42803
756.25,147.03,-0.44211
756.25,164.21,-0.45618
756.25,181.39,-0.47025
756.25,198.57,-0.48432
756.25,215.75,-0.47818
756.25,232.93,-0.47358
756.25,250.11,-0.46909
756.25,267.29,-0.46535
756.25,284.46,-0.45075
756.25,301.64,-0.43765
756.25,318.82,-0.4386
756.25,336.0,-0.43955
756.25,353.18,-0.42995
756.25,370.36,-0.38986
756.25,387.54,-0.34976
756.25,404.72,-0.31938
756.25,421.9,-0.25154
756.25,439.08,-0.17995
756.25,456.26,-0.084705
756.25,473.44,0.051812
756.25,490.62,0.18833
756.25,507.8,0.28582
756.25,524.98,0.37112
756.25,542.16,0.45642
756.25,559.34,0.47534
756.25,576.52,0.44148
756.25,593.7,0.40762
756.25,610.88,0.40615
756.25,628.06,0.34438
756.25,645.24,0.28261
756.25,662.42,0.12609
756.25,679.6,-0.066765
756.25,696.78,-0.23471
756.25,713.96,-0.12873
756.25,731.14,-0.1963
756.25,748.32,0.0
756.25,765.5,0.0
756.25,782.68,0.0
756.25,799.86,0.0
756.25,817.04,0.0
756.25,834.21,0.0
756.25,851.39,0.0
756.25,868.57,0.0
756.25,885.75,0.0
756.25,902.93,0.0
756.25,920.11,0.0
756.25,937.29,0.0
756.25,954.47,0.0
756.25,971.65,0.0
756.25,988.83,0.0
756.25,1006.0,0.0
756.25,1023.2,0.0
756.25,1040.4,0.0
756.25,1057.6,0.0
756.25,1074.7,0.0
756.25,1091.9,0.0
756.25,1109.1,0.0
756.25,1126.3,0.0
756.25,1143.4,0.0
756.25,1160.6,0.0
756.25,1177.8,0.0
756.25,1195.0,0.0
756.25,1212.2,0.0
756.25,1229.3,0.0
756.25,1246.5,0.0
756.25,1263.7,0.0
756.25,1280.9,0.0
756.25,1298.1,0.0
756.25,1315.2,0.0
756.25,1332.4,0.0
756.25,1349.6,0.0
756.25,1366.8,0.0
756.25,1384.0,0.0
756.25,1401.1,0.0
756.25,1418.3,0.0
756.25,1435.5,0.0
756.25,1452.7,0.0
756.25,1469.9,0.0
756.25,1487.0,0.0
756.25,1504.2,0.0
756.25,1521.4,0.0
756.25,1538.6,0.0
756.25,1555.8,0.0
756.25,1572.9,0.0
756.25,1590.1,0.0
756.25,1607.3,0.0
756.25,1624.5,0.0
756.25,1641.7,0.0
756.25,1658.8,0.0
756.25,1676.0,0.0
756.25,1693.2,0.0
756.25,1710.4,0.0
756.25,1727.6,0.0
756.25,1744.7,0.0
756.25,1761.9,0.0
756.25,1779.1,0.0
756.25,1796.3,0.0
756.25,1813.5,0.0
756.25,1830.6,0.0
756.25,1847.8,0.0
756.25,1865.0,0.0
756.25,1882.2,0.0
756.25,1899.4,0.0
756.25,1916.5,0.0
756.25,1933.7,0.0
756.25,1950.9,0.0
756.25,1968.1,0.0
756.25,1985.3,0.0
756.25,2002.4,0.0
756.25,2019.6,0.0
756.25,2036.8,0.0
756.25,2054.0,0.0
756.25,2071.2,0.0
756.25,2088.3,0.0
756.25,2105.5,0.0
756.25,2122.7,0.0
756.25,2139.9,0.0
756.25,2157.1,0.0
756.25,2174.2,0.0
756.25,2191.4,0.0
768.75,9.5898,-0.45741
768.75,26.77,-0.44488
768.75,43.949,-0.43235
768.75,61.129,-0.41982
768.75,78.309,-0.41042
768.75,95.488,-0.40136
768.75,112.67,-0.40626
768.75,129.85,-0.41613
768.75,147.03,-0.42832
768.75,164.21,-0.4424
768.75,181.39,-0.45647
768.75,198.57,-0.47054
768.75,215.75,-0.4597
768.75,232.93,-0.45361
768.75,250.11,-0.44913
768.75,267.29,-0.46486
768.75,284.46,-0.45285
768.75,301.64,-0.43974
768.75,318.82,-0.44069
768.75,336.0,-0.43941
768.75,353.18,-0.42618
768.75,370.36,-0.38608
768.75,387.54,-0.35285
768.75,404.72,-0.32924
768.75,421.9,-0.29197
768.75,439.08,-0.22039
768.75,456.26,-0.12514
768.75,473.44,0.011374
768.75,490.62,0.12424
768.75,507.8,0.21383
768.75,524.98,0.29913
768.75,542.16,0.38165
768.75,559.34,0.40017
768.75,576.52,0.36631
768.75,593.7,0.40428
768.75,610.88,0.41347
768.75,628.06,0.36932
768.75,645.24,0.30755
768.75,662.42,0.15103
768.75,679.6,-0.041822
768.75,696.78,-0.10694
768.75,713.96,-0.00095089
768.75,731.14,-0.15776
768.75,748.32,0.0
768.75,765.5,0.0
768.75,782.68,0.0
768.75,799.86,0.0
768.75,817.04,0.0
768.75,834.21,0.0
768.75,851.39,0.0
768.75,868.57,0.0
768.75,885.75,0.0
768.75,902.93,0.0
768.75,920.11,0.0
768.75,937.29,0.0
768.75,954.47,0.0
768.75,971.65,0.0
768.75,988.83,0.0
768.75,1006.0,0.0
768.75,1023.2,0.0
768.75,1040.4,0.0
768.75,1057.6,0.0
768.75,1074.7,0.0
768.75,1091.9,0.0
768.75,1109.1,0.0
768.75,1126.3,0.0
768.75,1143.4,0.0
768.75,1160.6,0.0
768.75,1177.8,0.0
768.75,1195.0,0.0
768.75,1212.2,0.0
768.75,1229.3,0.0
768.75,1246.5,0.0
768.75,1263.7,0.0
768.75,1280.9,0.0
768.75,1298.1,0.0
768.75,1315.2,0.0
768.75,1332.4,0.0
768.75,1349.6,0.0
768.75,1366.8,0.0
768.75,1384.0,0.0
768.75,1401.1,0.0
768.75,1418.3,0.0
768.75,1435.5,0.0
768.75,1452.7,0.0
768.75,1469.9,0.0
768.75,1487.0,0.0
768.75,1504.2,0.0
768.75,1521.4,0.0
768.75,1538.6,0.0
768.75,1555.8,0.0
768.75,1572.9,0.0
768.75,1590.1,0.0
768.75,1607.3,0.0
768.75,1624.5,0.0
768.75,1641.7,0.0
768.75,1658.8,0.0
768.75,1676.0,0.0
768.75,1693.2,0.0
768.75,1710.4,0.0
768.75,1727.6,0.0
768.75,1744.7,0.0
768.75,1761.9,0.0
768.75,1779.1,0.0
768.75,1796.3,0.0
768.75,1813.5,0.0
768.75,1830.6,0.0
768.75,1847.8,0.0
768.75,1865.0,0.0
768.75,1882.2,0.0
768.75,1899.4,0.0
768.75,1916.5,0.0
768.75,1933.7,0.0
768.75,1950.9,0.0
768.75,1968.1,0.0
768.75,1985.3,0.0
768.75,2002.4,0.0
768.75,2019.6,0.0
768.75,2036.8,0.0
768.75,2054.0,0.0
768.75,2071.2,0.0
768.75,2088.3,0.0
768.75,2105.5,0.0
768.75,2122.7,0.0
768.75,2139.9,0.0
768.75,2157.1,0.0
768.75,2174.2,0.0
768.75,2191.4,0.0
781.25,9.5898,-0.44474
781.25,26.77,-0.43221
781.25,43.949,-0.42086
781.25,61.129,-0.41181
781.25,78.309,-0.40276
781.25,95.488,-0.3937
781.25,112.67,-0.3986
781.25,129.85,-0.40847
781.25,147.03,-0.41833
781.25,164.21,-0.42861
781.25,181.39,-0.44269
781.25,198.57,-0.45676
781.25,215.75,-0.44592
781.25,232.93,-0.43364
781.25,250.11,-0.42916
781.25,267.29,-0.44489
781.25,284.46,-0.45495
781.25,301.64,-0.44184
781.25,318.82,-0.44276
781.25,336.0,-0.43564
781.25,353.18,-0.4224
781.25,370.36,-0.38407
781.25,387.54,-0.36271
781.25,404.72,-0.3391
781.25,421.9,-0.30954
781.25,439.08,-0.26083
781.25,456.26,-0.16558
781.25,473.44,-0.040902
781.25,490.62,0.052258
781.25,507.8,0.14185
781.25,524.98,0.22556
781.25,542.16,0.30648
781.25,559.34,0.325
781.25,576.52,0.33597
781.25,593.7,0.40124
781.25,610.88,0.41042
781.25,628.06,0.38712
781.25,645.24,0.3325
781.25,662.42,0.17597
781.25,679.6,0.072359
781.25,696.78,0.020834
781.25,713.96,0.038453
781.25,731.14,-0.15052
781.25,748.32,-0.41944
781.25,765.5,0.0
781.25,782.68,0.0
781.25,799.86,0.0
781.25,817.04,0.0
781.25,834.21,0.0
781.25,851.39,0.0
781.25,868.57,0.0
781.25,885.75,0.0
781.25,902.93,0.0
781.25,920.11,0.0
781.25,937.29,0.0
781.25,954.47,0.0
781.25,971.65,0.0
781.25,988.83,0.0
781.25,1006.0,0.0
781.25,1023.2,0.0
781.25,1040.4,0.0
781.25,1057.6,0.0
781.25,1074.7,0.0
781.25,1091.9,0.0
781.25,1109.1,0.0
781.25,1126.3,0.0
781.25,1143.4,0.0
781.25,1160.6,0.0
781.25,1177.8,0.0
781.25,1195.0,0.0
781.25,1212.2,0.0
781.25,1229.3,0.0
781.25,1246.5,0.0
781.25,1263.7,0.0
781.25,1280.9,0.0
781.25,1298.1,0.0
781.25,1315.2,0.0
781.25,1332.4,0.0
781.25,1349.6,0.0
781.25,1366.8,0.0
781.25,1384.0,0.0
781.25,1401.1,0.0
781.25,1418.3,0.0
781.25,1435.5,0.0
781.25,1452.7,0.0
781.25,1469.9,0.0
781.25,1487.0,0.0
781.25,1504.2,0.0
781.25,1521.4,0.0
781.25,1538.6,0.0
781.25,1555.8,0.0
781.25,1572.9,0.0
781.25,1590.1,0.0
781.25,1607.3,0.0
781.25,1624.5,0.0
781.25,1641.7,0.0
781.25,1658.8,0.0
781.25,1676.0,0.0
781.25,1693.2,0.0
781.25,1710.4,0.0
781.25,1727.6,0.0
781.25,1744.7,0.0
781.25,1761.9,0.0
781.25,1779.1,0.0
781.25,1796.3,0.0
781.25,1813.5,0.0
781.25,1830.6,0.0
781.25,1847.8,0.0
781.25,1865.0,0.0
781.25,1882.2,0.0
781.25,1899.4,0.0
781.25,1916.5,0.0
781.25,1933.7,0.0
781.25,1950.9,0.0
781.25,1968.1,0.0
781.25,1985.3,0.0
781.25,2002.4,0.0
781.25,2019.6,0.0
781.25,2036.8,0.0
781.25,2054.0,0.0
781.25,2071.2,0.0
781.25,2088.3,0.0
781.25,2105.5,0.0
781.25,2122.7,0.0
781.25,2139.9,0.0
781.25,2157.1,0.0
781.25,2174.2,0.0
781.25,2191.4,0.0
793.75,9.5898,-0.43207
793.75,26.77,-0.42225
793.75,43.949,-0.4132
793.75,61.129,-0.40415
793.75,78.309,-0.3951
793.75,95.488,-0.38604
793.75,112.67,-0.39094
793.75,129.85,-0.40081
793.75,147.03,-0.41067
793.75,164.21,-0.42054
793.75,181.39,-0.4304
793.75,198.57,-0.44298
793.75,215.75,-0.43214
793.75,232.93,-0.41903
793.75,250.11,-0.40919
793.75,267.29,-0.42492
793.75,284.46,-0.44065
793.75,301.64,-0.44394
793.75,318.82,-0.43898
793.75,336.0,-0.43186
793.75,353.18,-0.41863
793.75,370.36,-0.39392
793.75,387.54,-0.37256
793.75,404.72,-0.34895
793.75,421.9,-0.3194
793.75,439.08,-0.28985
793.75,456.26,-0.20605
793.75,473.44,-0.11289
793.75,490.62,-0.019725
793.75,507.8,0.069471
793.75,524.98,0.15039
793.75,542.16,0.23131
793.75,559.34,0.26765
793.75,576.52,0.33292
793.75,593.7,0.39819
793.75,610.88,0.40737
793.75,628.06,0.38407
793.75,645.24,0.35744
793.75,662.42,0.25166
793.75,679.6,0.20013
793.75,696.78,0.14861
793.75,713.96,0.045687
793.75,731.14,-0.14329
793.75,748.32,-0.34724
793.75,765.5,-0.71478
793.75,782.68,0.0
793.75,799.86,0.0
793.75,817.04,0.0
793.75,834.21,0.0
793.75,851.39,0.0
793.75,868.57,0.0
793.75,885.75,0.0
793.75,902.93,0.0
793.75,920.11,0.0
793.75,937.29,0.0
793.75,954.47,0.0
793.75,971.65,0.0
793.75,988.83,0.0
793.75,1006.0,0.0
793.75,1023.2,0.0
793.75,1040.4,0.0
793.75,1057.6,0.0
793.75,1074.7,0.0
793.75,1091.9,0.0
793.75,1109.1,0.0
793.75,1126.3,0.0
793.75,1143.4,0.0
793.75,1160.6,0.0
793.75,1177.8,0.0
793.75,1195.0,0.0
793.75,1212.2,0.0
793.75,1229.3,0.0
793.75,1246.5,0.0
793.75,1263.7,0.0
793.75,1280.9,0.0
793.75,1298.1,0.0
793.75,1315.2,0.0
793.75,1332.4,0.0
793.75,1349.6,0.0
793.75,1366.8,0.0
793.75,1384.0,0.0
793.75,1401.1,0.0
793.75,1418.3,0.0
793.75,1435.5,0.0
793.75,1452.7,0.0
793.75,1469.9,0.0
793.75,1487.0,0.0
793.75,1504.2,0.0
793.75,1521.4,0.0
793.75,1538.6,0.0
793.75,1555.8,0.0
793.75,1572.9,0.0
793.75,1590.1,0.0
793.75,1607.3,0.0
793.75,1624.5,0.0
793.75,1641.7,0.0
793.75,1658.8,0.0
793.75,1676.0,0.0
793.75,1693.2,0.0
793.75,1710.4,0.0
793.75,1727.6,0.0
793.75,1744.7,0.0
793.75,1761.9,0.0
793.75,1779.1,0.0
793.75,1796.3,0.0
793.75,1813.5,0.0
793.75,1830.6,0.0
793.75,1847.8,0.0
793.75,1865.0,0.0
793.75,1882.2,0.0
793.75,1899.4,0.0
793.75,1916.5,0.0
793.75,1933.7,0.0
793.75,1950.9,0.0
793.75,1968.1,0.0
793.75,1985.3,0.0
793.75,2002.4,0.0
793.75,2019.6,0.0
793.75,2036.8,0.0
793.75,2054.0,0.0
793.75,2071.2,0.0
793.75,2088.3,0.0
793.75,2105.5,0.0
793.75,2122.7,0.0
793.75,2139.9,0.0
793.75,2157.1,0.0
793.75,2174.2,0.0
793.75,2191.4,0.0
806.25,9.5898,-0.43868
806.25,26.77,-0.43181
806.25,43.949,-0.42275
806.25,61.129,-0.4137
806.25,78.309,-0.40465
806.25,95.488,-0.3956
806.25,112.67,-0.38716
806.25,129.85,-0.39702
806.25,147.03,-0.40689
806.25,164.21,-0.41675
806.25,181.39,-0.42662
806.25,198.57,-0.43648
806.25,215.75,-0.42979
806.25,232.93,-0.41668
806.25,250.11,-0.40356
806.25,267.29,-0.4082
806.25,284.46,-0.42394
806.25,301.64,-0.43748
806.25,318.82,-0.43036
806.25,336.0,-0.42324
806.25,353.18,-0.42026
806.25,370.36,-0.3989
806.25,387.54,-0.37755
806.25,404.72,-0.3615
806.25,421.9,-0.33478
806.25,439.08,-0.30523
806.25,456.26,-0.25249
