#: table_doi: 10.17182/hepdata.90835.v1/t84
#: name: T2tt efficiency
#: description: The efficiency times acceptance of the SMS models for T2tt as function of the top squark and LSP masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t2tt_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> STOP STOP | STOP --> TQ NEUTRALINO1
#: Efficiency,
M(STOP) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
594.24,449.83,0.021644
594.24,457.01,0.021714
594.24,464.19,0.021819
594.24,471.37,0.021924
594.24,478.55,0.021876
594.24,485.73,0.021719
594.24,492.92,0.021562
594.24,500.1,0.021372
594.24,507.28,0.021144
594.24,514.46,0.0
594.24,521.64,0.0
594.24,528.82,0.0
594.24,536.0,0.0
594.24,543.18,0.0
594.24,550.37,0.0
594.24,557.55,0.0
594.24,564.73,0.0
594.24,571.91,0.0
594.24,579.09,0.0
594.24,586.27,0.0
594.24,593.45,0.0
594.24,600.63,0.0
594.24,607.82,0.0
594.24,615.0,0.0
594.24,622.18,0.0
594.24,629.36,0.0
594.24,636.54,0.0
594.24,643.72,0.0
594.24,650.9,0.0
594.24,658.08,0.0
594.24,665.27,0.0
594.24,672.45,0.0
594.24,679.63,0.0
594.24,686.81,0.0
594.24,693.99,0.0
594.24,701.17,0.0
594.24,708.35,0.0
594.24,715.53,0.0
594.24,722.72,0.0
594.24,729.9,0.0
594.24,737.08,0.0
594.24,744.26,0.0
594.24,751.44,0.0
594.24,758.62,0.0
594.24,765.8,0.0
594.24,772.98,0.0
594.24,780.17,0.0
594.24,787.35,0.0
594.24,794.53,0.0
594.24,801.71,0.0
594.24,808.89,0.0
594.24,816.07,0.0
594.24,823.25,0.0
594.24,830.43,0.0
594.24,837.62,0.0
594.24,844.8,0.0
594.24,851.98,0.0
594.24,859.16,0.0
594.24,866.34,0.0
594.24,873.52,0.0
594.24,880.7,0.0
594.24,887.88,0.0
594.24,895.07,0.0
594.24,902.25,0.0
594.24,909.43,0.0
594.24,916.61,0.0
594.24,923.79,0.0
594.24,930.97,0.0
594.24,938.15,0.0
594.24,945.33,0.0
594.24,952.52,0.0
594.24,959.7,0.0
594.24,966.88,0.0
594.24,974.06,0.0
594.24,981.24,0.0
594.24,988.42,0.0
594.24,995.6,0.0
594.24,1002.8,0.0
594.24,1010.0,0.0
594.24,1017.1,0.0
594.24,1024.3,0.0
594.24,1031.5,0.0
594.24,1038.7,0.0
594.24,1045.9,0.0
594.24,1053.1,0.0
594.24,1060.2,0.0
594.24,1067.4,0.0
594.24,1074.6,0.0
594.24,1081.8,0.0
594.24,1089.0,0.0
594.24,1096.1,0.0
594.24,1103.3,0.0
594.24,1110.5,0.0
594.24,1117.7,0.0
594.24,1124.9,0.0
594.24,1132.0,0.0
594.24,1139.2,0.0
594.24,1146.4,0.0
606.41,4.5906,0.22102
606.41,11.772,0.22091
606.41,18.953,0.2208
606.41,26.134,0.22068
606.41,33.316,0.22057
606.41,40.497,0.22045
606.41,47.678,0.22024
606.41,54.859,0.21912
606.41,62.041,0.21761
606.41,69.222,0.2161
606.41,76.403,0.21459
606.41,83.584,0.21308
606.41,90.766,0.21157
606.41,97.947,0.21053
606.41,105.13,0.20881
606.41,112.31,0.20668
606.41,119.49,0.20455
606.41,126.67,0.20243
606.41,133.85,0.2003
606.41,141.03,0.19817
606.41,148.22,0.19616
606.41,155.4,0.19324
606.41,162.58,0.19
606.41,169.76,0.18677
606.41,176.94,0.18353
606.41,184.12,0.18029
606.41,191.3,0.17706
606.41,198.48,0.17445
606.41,205.67,0.17096
606.41,212.85,0.16618
606.41,220.03,0.1613
606.41,227.21,0.15641
606.41,234.39,0.15152
606.41,241.57,0.14664
606.41,248.75,0.14175
606.41,255.93,0.13558
606.41,263.12,0.12914
606.41,270.3,0.1227
606.41,277.48,0.11626
606.41,284.66,0.10982
606.41,291.84,0.10338
606.41,299.02,0.098154
606.41,306.2,0.092151
606.41,313.38,0.085042
606.41,320.57,0.077906
606.41,327.75,0.071048
606.41,334.93,0.064642
606.41,342.11,0.058235
606.41,349.29,0.050643
606.41,356.47,0.043903
606.41,363.65,0.039652
606.41,370.83,0.035401
606.41,378.02,0.030971
606.41,385.2,0.027364
606.41,392.38,0.024719
606.41,399.56,0.022073
606.41,406.74,0.019158
606.41,413.92,0.017578
606.41,421.1,0.015998
606.41,428.28,0.016274
606.41,435.47,0.018753
606.41,442.65,0.021232
606.41,449.83,0.02014
606.41,457.01,0.022433
606.41,464.19,0.022537
606.41,471.37,0.022642
606.41,478.55,0.022618
606.41,485.73,0.022461
606.41,492.92,0.022304
606.41,500.1,0.022283
606.41,507.28,0.022044
606.41,514.46,0.021822
606.41,521.64,0.0
606.41,528.82,0.0
606.41,536.0,0.0
606.41,543.18,0.0
606.41,550.37,0.0
606.41,557.55,0.0
606.41,564.73,0.0
606.41,571.91,0.0
606.41,579.09,0.0
606.41,586.27,0.0
606.41,593.45,0.0
606.41,600.63,0.0
606.41,607.82,0.0
606.41,615.0,0.0
606.41,622.18,0.0
606.41,629.36,0.0
606.41,636.54,0.0
606.41,643.72,0.0
606.41,650.9,0.0
606.41,658.08,0.0
606.41,665.27,0.0
606.41,672.45,0.0
606.41,679.63,0.0
606.41,686.81,0.0
606.41,693.99,0.0
606.41,701.17,0.0
606.41,708.35,0.0
606.41,715.53,0.0
606.41,722.72,0.0
606.41,729.9,0.0
606.41,737.08,0.0
606.41,744.26,0.0
606.41,751.44,0.0
606.41,758.62,0.0
606.41,765.8,0.0
606.41,772.98,0.0
606.41,780.17,0.0
606.41,787.35,0.0
606.41,794.53,0.0
606.41,801.71,0.0
606.41,808.89,0.0
606.41,816.07,0.0
606.41,823.25,0.0
606.41,830.43,0.0
606.41,837.62,0.0
606.41,844.8,0.0
606.41,851.98,0.0
606.41,859.16,0.0
606.41,866.34,0.0
606.41,873.52,0.0
606.41,880.7,0.0
606.41,887.88,0.0
606.41,895.07,0.0
606.41,902.25,0.0
606.41,909.43,0.0
606.41,916.61,0.0
606.41,923.79,0.0
606.41,930.97,0.0
606.41,938.15,0.0
606.41,945.33,0.0
606.41,952.52,0.0
606.41,959.7,0.0
606.41,966.88,0.0
606.41,974.06,0.0
606.41,981.24,0.0
606.41,988.42,0.0
606.41,995.6,0.0
606.41,1002.8,0.0
606.41,1010.0,0.0
606.41,1017.1,0.0
606.41,1024.3,0.0
606.41,1031.5,0.0
606.41,1038.7,0.0
606.41,1045.9,0.0
606.41,1053.1,0.0
606.41,1060.2,0.0
606.41,1067.4,0.0
606.41,1074.6,0.0
606.41,1081.8,0.0
606.41,1089.0,0.0
606.41,1096.1,0.0
606.41,1103.3,0.0
606.41,1110.5,0.0
606.41,1117.7,0.0
606.41,1124.9,0.0
606.41,1132.0,0.0
606.41,1139.2,0.0
606.41,1146.4,0.0
618.59,4.5906,0.22795
618.59,11.772,0.22783
618.59,18.953,0.22772
618.59,26.134,0.2276
618.59,33.316,0.22745
618.59,40.497,0.22715
618.59,47.678,0.22685
618.59,54.859,0.22573
618.59,62.041,0.22422
618.59,69.222,0.22271
618.59,76.403,0.2212
618.59,83.584,0.21993
618.59,90.766,0.2192
618.59,97.947,0.21848
618.59,105.13,0.21675
618.59,112.31,0.21462
618.59,119.49,0.21249
618.59,126.67,0.21037
618.59,133.85,0.2083
618.59,141.03,0.20635
618.59,148.22,0.2044
618.59,155.4,0.20148
618.59,162.58,0.19824
618.59,169.76,0.19501
618.59,176.94,0.19177
618.59,184.12,0.18888
618.59,191.3,0.18656
618.59,198.48,0.18425
618.59,205.67,0.18076
618.59,212.85,0.17695
618.59,220.03,0.17293
618.59,227.21,0.16805
618.59,234.39,0.16316
618.59,241.57,0.15827
618.59,248.75,0.15339
618.59,255.93,0.14722
618.59,263.12,0.14078
618.59,270.3,0.13434
618.59,277.48,0.1279
618.59,284.66,0.12218
618.59,291.84,0.11734
618.59,299.02,0.1125
618.59,306.2,0.1065
618.59,313.38,0.10031
618.59,320.57,0.093861
618.59,327.75,0.087004
618.59,334.93,0.079867
618.59,342.11,0.071967
618.59,349.29,0.064068
618.59,356.47,0.057309
618.59,363.65,0.050676
618.59,370.83,0.044788
618.59,378.02,0.040358
618.59,385.2,0.035682
618.59,392.38,0.031005
618.59,399.56,0.028018
618.59,406.74,0.025038
618.59,413.92,0.022035
618.59,421.1,0.019532
618.59,428.28,0.019808
618.59,435.47,0.01997
618.59,442.65,0.018341
618.59,449.83,0.016711
618.59,457.01,0.019211
618.59,464.19,0.021811
618.59,471.37,0.023444
618.59,478.55,0.023419
618.59,485.73,0.023355
618.59,492.92,0.023352
618.59,500.1,0.023346
618.59,507.28,0.023121
618.59,514.46,0.022908
618.59,521.64,0.022694
618.59,528.82,0.022634
618.59,536.0,0.0
618.59,543.18,0.0
618.59,550.37,0.0
618.59,557.55,0.0
618.59,564.73,0.0
618.59,571.91,0.0
618.59,579.09,0.0
618.59,586.27,0.0
618.59,593.45,0.0
618.59,600.63,0.0
618.59,607.82,0.0
618.59,615.0,0.0
618.59,622.18,0.0
618.59,629.36,0.0
618.59,636.54,0.0
618.59,643.72,0.0
618.59,650.9,0.0
618.59,658.08,0.0
618.59,665.27,0.0
618.59,672.45,0.0
618.59,679.63,0.0
618.59,686.81,0.0
618.59,693.99,0.0
618.59,701.17,0.0
618.59,708.35,0.0
618.59,715.53,0.0
618.59,722.72,0.0
618.59,729.9,0.0
618.59,737.08,0.0
618.59,744.26,0.0
618.59,751.44,0.0
618.59,758.62,0.0
618.59,765.8,0.0
618.59,772.98,0.0
618.59,780.17,0.0
618.59,787.35,0.0
618.59,794.53,0.0
618.59,801.71,0.0
618.59,808.89,0.0
618.59,816.07,0.0
618.59,823.25,0.0
618.59,830.43,0.0
618.59,837.62,0.0
618.59,844.8,0.0
618.59,851.98,0.0
618.59,859.16,0.0
618.59,866.34,0.0
618.59,873.52,0.0
618.59,880.7,0.0
618.59,887.88,0.0
618.59,895.07,0.0
618.59,902.25,0.0
618.59,909.43,0.0
618.59,916.61,0.0
618.59,923.79,0.0
618.59,930.97,0.0
618.59,938.15,0.0
618.59,945.33,0.0
618.59,952.52,0.0
618.59,959.7,0.0
618.59,966.88,0.0
618.59,974.06,0.0
618.59,981.24,0.0
618.59,988.42,0.0
618.59,995.6,0.0
618.59,1002.8,0.0
618.59,1010.0,0.0
618.59,1017.1,0.0
618.59,1024.3,0.0
618.59,1031.5,0.0
618.59,1038.7,0.0
618.59,1045.9,0.0
618.59,1053.1,0.0
618.59,1060.2,0.0
618.59,1067.4,0.0
618.59,1074.6,0.0
618.59,1081.8,0.0
618.59,1089.0,0.0
618.59,1096.1,0.0
618.59,1103.3,0.0
618.59,1110.5,0.0
618.59,1117.7,0.0
618.59,1124.9,0.0
618.59,1132.0,0.0
618.59,1139.2,0.0
618.59,1146.4,0.0
630.76,4.5906,0.23487
630.76,11.772,0.23475
630.76,18.953,0.23464
630.76,26.134,0.23436
630.76,33.316,0.23407
630.76,40.497,0.23377
630.76,47.678,0.23347
630.76,54.859,0.23235
630.76,62.041,0.23084
630.76,69.222,0.22933
630.76,76.403,0.2286
630.76,83.584,0.22787
630.76,90.766,0.22714
630.76,97.947,0.22642
630.76,105.13,0.22469
630.76,112.31,0.22256
630.76,119.49,0.22044
630.76,126.67,0.21849
630.76,133.85,0.21654
630.76,141.03,0.21459
630.76,148.22,0.21264
630.76,155.4,0.20972
630.76,162.58,0.20648
630.76,169.76,0.20331
630.76,176.94,0.201
630.76,184.12,0.19868
630.76,191.3,0.19636
630.76,198.48,0.19405
630.76,205.67,0.19056
630.76,212.85,0.18675
630.76,220.03,0.18295
630.76,227.21,0.17915
630.76,234.39,0.17479
630.76,241.57,0.16991
630.76,248.75,0.16502
630.76,255.93,0.15885
630.76,263.12,0.15241
630.76,270.3,0.14621
630.76,277.48,0.14137
630.76,284.66,0.13652
630.76,291.84,0.13168
630.76,299.02,0.12684
630.76,306.2,0.12084
630.76,313.38,0.11465
630.76,320.57,0.10835
630.76,327.75,0.10151
630.76,334.93,0.094057
630.76,342.11,0.086158
630.76,349.29,0.078258
630.76,356.47,0.070767
630.76,363.65,0.064133
630.76,370.83,0.0575
630.76,378.02,0.051688
630.76,385.2,0.047011
630.76,392.38,0.042334
630.76,399.56,0.036057
630.76,406.74,0.032819
630.76,413.92,0.029817
630.76,421.1,0.026186
630.76,428.28,0.022495
630.76,435.47,0.020866
630.76,442.65,0.019237
630.76,449.83,0.016676
630.76,457.01,0.019147
630.76,464.19,0.021747
630.76,471.37,0.022995
630.76,478.55,0.022002
630.76,485.73,0.021999
630.76,492.92,0.021997
630.76,500.1,0.024209
630.76,507.28,0.024119
630.76,514.46,0.023906
630.76,521.64,0.023693
630.76,528.82,0.023564
630.76,536.0,0.023499
630.76,543.18,0.023459
630.76,550.37,0.0
630.76,557.55,0.0
630.76,564.73,0.0
630.76,571.91,0.0
630.76,579.09,0.0
630.76,586.27,0.0
630.76,593.45,0.0
630.76,600.63,0.0
630.76,607.82,0.0
630.76,615.0,0.0
630.76,622.18,0.0
630.76,629.36,0.0
630.76,636.54,0.0
630.76,643.72,0.0
630.76,650.9,0.0
630.76,658.08,0.0
630.76,665.27,0.0
630.76,672.45,0.0
630.76,679.63,0.0
630.76,686.81,0.0
630.76,693.99,0.0
630.76,701.17,0.0
630.76,708.35,0.0
630.76,715.53,0.0
630.76,722.72,0.0
630.76,729.9,0.0
630.76,737.08,0.0
630.76,744.26,0.0
630.76,751.44,0.0
630.76,758.62,0.0
630.76,765.8,0.0
630.76,772.98,0.0
630.76,780.17,0.0
630.76,787.35,0.0
630.76,794.53,0.0
630.76,801.71,0.0
630.76,808.89,0.0
630.76,816.07,0.0
630.76,823.25,0.0
630.76,830.43,0.0
630.76,837.62,0.0
630.76,844.8,0.0
630.76,851.98,0.0
630.76,859.16,0.0
630.76,866.34,0.0
630.76,873.52,0.0
630.76,880.7,0.0
630.76,887.88,0.0
630.76,895.07,0.0
630.76,902.25,0.0
630.76,909.43,0.0
630.76,916.61,0.0
630.76,923.79,0.0
630.76,930.97,0.0
630.76,938.15,0.0
630.76,945.33,0.0
630.76,952.52,0.0
630.76,959.7,0.0
630.76,966.88,0.0
630.76,974.06,0.0
630.76,981.24,0.0
630.76,988.42,0.0
630.76,995.6,0.0
630.76,1002.8,0.0
630.76,1010.0,0.0
630.76,1017.1,0.0
630.76,1024.3,0.0
630.76,1031.5,0.0
630.76,1038.7,0.0
630.76,1045.9,0.0
630.76,1053.1,0.0
630.76,1060.2,0.0
630.76,1067.4,0.0
630.76,1074.6,0.0
630.76,1081.8,0.0
630.76,1089.0,0.0
630.76,1096.1,0.0
630.76,1103.3,0.0
630.76,1110.5,0.0
630.76,1117.7,0.0
630.76,1124.9,0.0
630.76,1132.0,0.0
630.76,1139.2,0.0
630.76,1146.4,0.0
642.93,4.5906,0.24179
642.93,11.772,0.24158
642.93,18.953,0.24128
642.93,26.134,0.24098
642.93,33.316,0.24068
642.93,40.497,0.24038
642.93,47.678,0.24008
642.93,54.859,0.23896
642.93,62.041,0.23799
642.93,69.222,0.23727
642.93,76.403,0.23654
642.93,83.584,0.23581
642.93,90.766,0.23508
642.93,97.947,0.23436
642.93,105.13,0.23263
642.93,112.31,0.23063
642.93,119.49,0.22868
642.93,126.67,0.22673
642.93,133.85,0.22478
642.93,141.03,0.22283
642.93,148.22,0.22088
642.93,155.4,0.21796
642.93,162.58,0.21543
642.93,169.76,0.21311
642.93,176.94,0.2108
642.93,184.12,0.20848
642.93,191.3,0.20617
642.93,198.48,0.20385
642.93,205.67,0.20036
642.93,212.85,0.19655
642.93,220.03,0.19275
642.93,227.21,0.18895
642.93,234.39,0.18514
642.93,241.57,0.18134
642.93,248.75,0.17666
642.93,255.93,0.17049
642.93,263.12,0.16539
642.93,270.3,0.16055
642.93,277.48,0.15571
642.93,284.66,0.15087
642.93,291.84,0.14603
642.93,299.02,0.14119
642.93,306.2,0.13518
642.93,313.38,0.12843
642.93,320.57,0.12159
642.93,327.75,0.11475
642.93,334.93,0.10792
642.93,342.11,0.10108
642.93,349.29,0.093301
642.93,356.47,0.085718
642.93,363.65,0.07817
642.93,370.83,0.070992
642.93,378.02,0.06518
642.93,385.2,0.059563
642.93,392.38,0.052723
642.93,399.56,0.045884
642.93,406.74,0.042647
642.93,413.92,0.03733
642.93,421.1,0.031902
642.93,428.28,0.028211
642.93,435.47,0.026016
642.93,442.65,0.023188
642.93,449.83,0.020361
642.93,457.01,0.022832
642.93,464.19,0.020909
642.93,471.37,0.018946
642.93,478.55,0.017952
642.93,485.73,0.019359
642.93,492.92,0.022121
642.93,500.1,0.024845
642.93,507.28,0.024788
642.93,514.46,0.024732
642.93,521.64,0.024594
642.93,528.82,0.024464
642.93,536.0,0.02433
642.93,543.18,0.024196
642.93,550.37,0.024209
642.93,557.55,0.0
642.93,564.73,0.0
642.93,571.91,0.0
642.93,579.09,0.0
642.93,586.27,0.0
642.93,593.45,0.0
642.93,600.63,0.0
642.93,607.82,0.0
642.93,615.0,0.0
642.93,622.18,0.0
642.93,629.36,0.0
642.93,636.54,0.0
642.93,643.72,0.0
642.93,650.9,0.0
642.93,658.08,0.0
642.93,665.27,0.0
642.93,672.45,0.0
642.93,679.63,0.0
642.93,686.81,0.0
642.93,693.99,0.0
642.93,701.17,0.0
642.93,708.35,0.0
642.93,715.53,0.0
642.93,722.72,0.0
642.93,729.9,0.0
642.93,737.08,0.0
642.93,744.26,0.0
642.93,751.44,0.0
642.93,758.62,0.0
642.93,765.8,0.0
642.93,772.98,0.0
642.93,780.17,0.0
642.93,787.35,0.0
642.93,794.53,0.0
642.93,801.71,0.0
642.93,808.89,0.0
642.93,816.07,0.0
642.93,823.25,0.0
642.93,830.43,0.0
642.93,837.62,0.0
642.93,844.8,0.0
642.93,851.98,0.0
642.93,859.16,0.0
642.93,866.34,0.0
642.93,873.52,0.0
642.93,880.7,0.0
642.93,887.88,0.0
642.93,895.07,0.0
642.93,902.25,0.0
642.93,909.43,0.0
642.93,916.61,0.0
642.93,923.79,0.0
642.93,930.97,0.0
642.93,938.15,0.0
642.93,945.33,0.0
642.93,952.52,0.0
642.93,959.7,0.0
642.93,966.88,0.0
642.93,974.06,0.0
642.93,981.24,0.0
642.93,988.42,0.0
642.93,995.6,0.0
642.93,1002.8,0.0
642.93,1010.0,0.0
642.93,1017.1,0.0
642.93,1024.3,0.0
642.93,1031.5,0.0
642.93,1038.7,0.0
642.93,1045.9,0.0
642.93,1053.1,0.0
642.93,1060.2,0.0
642.93,1067.4,0.0
642.93,1074.6,0.0
642.93,1081.8,0.0
642.93,1089.0,0.0
642.93,1096.1,0.0
642.93,1103.3,0.0
642.93,1110.5,0.0
642.93,1117.7,0.0
642.93,1124.9,0.0
642.93,1132.0,0.0
642.93,1139.2,0.0
642.93,1146.4,0.0
655.1,4.5906,0.24835
655.1,11.772,0.24805
655.1,18.953,0.24776
655.1,26.134,0.24746
655.1,33.316,0.24716
655.1,40.497,0.24686
655.1,47.678,0.24656
655.1,54.859,0.24586
655.1,62.041,0.24513
655.1,69.222,0.2444
655.1,76.403,0.24367
655.1,83.584,0.24295
655.1,90.766,0.24222
655.1,97.947,0.24149
655.1,105.13,0.23989
655.1,112.31,0.23794
655.1,119.49,0.23599
655.1,126.67,0.23404
655.1,133.85,0.23209
655.1,141.03,0.23014
655.1,148.22,0.22866
655.1,155.4,0.22664
655.1,162.58,0.22432
655.1,169.76,0.22201
655.1,176.94,0.21969
655.1,184.12,0.21737
655.1,191.3,0.21506
655.1,198.48,0.21274
655.1,205.67,0.21036
655.1,212.85,0.20656
655.1,220.03,0.20276
655.1,227.21,0.19895
655.1,234.39,0.19515
655.1,241.57,0.19134
655.1,248.75,0.18754
655.1,255.93,0.18318
655.1,263.12,0.17834
655.1,270.3,0.1735
655.1,277.48,0.16866
655.1,284.66,0.16381
655.1,291.84,0.15897
655.1,299.02,0.15413
655.1,306.2,0.14908
655.1,313.38,0.14224
655.1,320.57,0.13541
655.1,327.75,0.12857
655.1,334.93,0.12173
655.1,342.11,0.1149
655.1,349.29,0.10806
655.1,356.47,0.10103
655.1,363.65,0.093478
655.1,370.83,0.08593
655.1,378.02,0.07868
655.1,385.2,0.071841
655.1,392.38,0.065001
655.1,399.56,0.057376
655.1,406.74,0.051787
655.1,413.92,0.046358
655.1,421.1,0.04055
655.1,428.28,0.03508
655.1,435.47,0.032253
655.1,442.65,0.029426
655.1,449.83,0.024758
655.1,457.01,0.022217
655.1,464.19,0.020254
655.1,471.37,0.018291
655.1,478.55,0.016291
655.1,485.73,0.01802
655.1,492.92,0.020782
655.1,500.1,0.023543
655.1,507.28,0.025416
655.1,514.46,0.025359
655.1,521.64,0.025303
655.1,528.82,0.025205
655.1,536.0,0.025071
655.1,543.18,0.024937
655.1,550.37,0.025097
655.1,557.55,0.025243
655.1,564.73,0.025132
655.1,571.91,0.0
655.1,579.09,0.0
655.1,586.27,0.0
655.1,593.45,0.0
655.1,600.63,0.0
655.1,607.82,0.0
655.1,615.0,0.0
655.1,622.18,0.0
655.1,629.36,0.0
655.1,636.54,0.0
655.1,643.72,0.0
655.1,650.9,0.0
655.1,658.08,0.0
655.1,665.27,0.0
655.1,672.45,0.0
655.1,679.63,0.0
655.1,686.81,0.0
655.1,693.99,0.0
655.1,701.17,0.0
655.1,708.35,0.0
655.1,715.53,0.0
655.1,722.72,0.0
655.1,729.9,0.0
655.1,737.08,0.0
655.1,744.26,0.0
655.1,751.44,0.0
655.1,758.62,0.0
655.1,765.8,0.0
655.1,772.98,0.0
655.1,780.17,0.0
655.1,787.35,0.0
655.1,794.53,0.0
655.1,801.71,0.0
655.1,808.89,0.0
655.1,816.07,0.0
655.1,823.25,0.0
655.1,830.43,0.0
655.1,837.62,0.0
655.1,844.8,0.0
655.1,851.98,0.0
655.1,859.16,0.0
655.1,866.34,0.0
655.1,873.52,0.0
655.1,880.7,0.0
655.1,887.88,0.0
655.1,895.07,0.0
655.1,902.25,0.0
655.1,909.43,0.0
655.1,916.61,0.0
655.1,923.79,0.0
655.1,930.97,0.0
655.1,938.15,0.0
655.1,945.33,0.0
655.1,952.52,0.0
655.1,959.7,0.0
655.1,966.88,0.0
655.1,974.06,0.0
655.1,981.24,0.0
655.1,988.42,0.0
655.1,995.6,0.0
655.1,1002.8,0.0
655.1,1010.0,0.0
655.1,1017.1,0.0
655.1,1024.3,0.0
655.1,1031.5,0.0
655.1,1038.7,0.0
655.1,1045.9,0.0
655.1,1053.1,0.0
655.1,1060.2,0.0
655.1,1067.4,0.0
655.1,1074.6,0.0
655.1,1081.8,0.0
655.1,1089.0,0.0
655.1,1096.1,0.0
655.1,1103.3,0.0
655.1,1110.5,0.0
655.1,1117.7,0.0
655.1,1124.9,0.0
655.1,1132.0,0.0
655.1,1139.2,0.0
655.1,1146.4,0.0
667.27,4.5906,0.25458
667.27,11.772,0.25431
667.27,18.953,0.25404
667.27,26.134,0.25374
667.27,33.316,0.25344
667.27,40.497,0.25315
667.27,47.678,0.25285
667.27,54.859,0.25215
667.27,62.041,0.25126
667.27,69.222,0.25041
667.27,76.403,0.24969
667.27,83.584,0.24896
667.27,90.766,0.24823
667.27,97.947,0.2475
667.27,105.13,0.2459
667.27,112.31,0.24395
667.27,119.49,0.242
667.27,126.67,0.24005
667.27,133.85,0.23826
667.27,141.03,0.23735
667.27,148.22,0.23643
667.27,155.4,0.2344
667.27,162.58,0.232
667.27,169.76,0.22963
667.27,176.94,0.22732
667.27,184.12,0.225
667.27,191.3,0.22268
667.27,198.48,0.22037
667.27,205.67,0.21812
667.27,212.85,0.21588
667.27,220.03,0.21305
667.27,227.21,0.20924
667.27,234.39,0.20544
667.27,241.57,0.20163
667.27,248.75,0.19783
667.27,255.93,0.19352
667.27,263.12,0.1891
667.27,270.3,0.1845
667.27,277.48,0.17966
667.27,284.66,0.17482
667.27,291.84,0.16998
667.27,299.02,0.16514
667.27,306.2,0.16041
667.27,313.38,0.15571
667.27,320.57,0.15003
667.27,327.75,0.14319
667.27,334.93,0.13635
667.27,342.11,0.12952
667.27,349.29,0.12268
667.27,356.47,0.11576
667.27,363.65,0.10884
667.27,370.83,0.10161
667.27,378.02,0.094356
667.27,385.2,0.087101
667.27,392.38,0.079049
667.27,399.56,0.070998
667.27,406.74,0.065409
667.27,413.92,0.058024
667.27,421.1,0.050327
667.27,428.28,0.044858
667.27,435.47,0.041008
667.27,442.65,0.035499
667.27,449.83,0.029989
667.27,457.01,0.027263
667.27,464.19,0.024605
667.27,471.37,0.022344
667.27,478.55,0.020345
667.27,485.73,0.018309
667.27,492.92,0.016705
667.27,500.1,0.019466
667.27,507.28,0.022179
667.27,514.46,0.024892
667.27,521.64,0.025919
667.27,528.82,0.025822
667.27,536.0,0.025867
667.27,543.18,0.026126
667.27,550.37,0.02638
667.27,557.55,0.026319
667.27,564.73,0.026043
667.27,571.91,0.025741
667.27,579.09,0.025178
667.27,586.27,0.0
667.27,593.45,0.0
667.27,600.63,0.0
667.27,607.82,0.0
667.27,615.0,0.0
667.27,622.18,0.0
667.27,629.36,0.0
667.27,636.54,0.0
667.27,643.72,0.0
667.27,650.9,0.0
667.27,658.08,0.0
667.27,665.27,0.0
667.27,672.45,0.0
667.27,679.63,0.0
667.27,686.81,0.0
667.27,693.99,0.0
667.27,701.17,0.0
667.27,708.35,0.0
667.27,715.53,0.0
667.27,722.72,0.0
667.27,729.9,0.0
667.27,737.08,0.0
667.27,744.26,0.0
667.27,751.44,0.0
667.27,758.62,0.0
667.27,765.8,0.0
667.27,772.98,0.0
667.27,780.17,0.0
667.27,787.35,0.0
667.27,794.53,0.0
667.27,801.71,0.0
667.27,808.89,0.0
667.27,816.07,0.0
667.27,823.25,0.0
667.27,830.43,0.0
667.27,837.62,0.0
667.27,844.8,0.0
667.27,851.98,0.0
667.27,859.16,0.0
667.27,866.34,0.0
667.27,873.52,0.0
667.27,880.7,0.0
667.27,887.88,0.0
667.27,895.07,0.0
667.27,902.25,0.0
667.27,909.43,0.0
667.27,916.61,0.0
667.27,923.79,0.0
667.27,930.97,0.0
667.27,938.15,0.0
667.27,945.33,0.0
667.27,952.52,0.0
667.27,959.7,0.0
667.27,966.88,0.0
667.27,974.06,0.0
667.27,981.24,0.0
667.27,988.42,0.0
667.27,995.6,0.0
667.27,1002.8,0.0
667.27,1010.0,0.0
667.27,1017.1,0.0
667.27,1024.3,0.0
667.27,1031.5,0.0
667.27,1038.7,0.0
667.27,1045.9,0.0
667.27,1053.1,0.0
667.27,1060.2,0.0
667.27,1067.4,0.0
667.27,1074.6,0.0
667.27,1081.8,0.0
667.27,1089.0,0.0
667.27,1096.1,0.0
667.27,1103.3,0.0
667.27,1110.5,0.0
667.27,1117.7,0.0
667.27,1124.9,0.0
667.27,1132.0,0.0
667.27,1139.2,0.0
667.27,1146.4,0.0
679.44,4.5906,0.26081
679.44,11.772,0.26055
679.44,18.953,0.26028
679.44,26.134,0.26001
679.44,33.316,0.25973
679.44,40.497,0.25943
679.44,47.678,0.25913
679.44,54.859,0.25844
679.44,62.041,0.25755
679.44,69.222,0.25666
679.44,76.403,0.25577
679.44,83.584,0.25497
679.44,90.766,0.25425
679.44,97.947,0.25352
679.44,105.13,0.25192
679.44,112.31,0.24997
679.44,119.49,0.24802
679.44,126.67,0.24695
679.44,133.85,0.24603
679.44,141.03,0.24511
679.44,148.22,0.2442
679.44,155.4,0.24217
679.44,162.58,0.23977
679.44,169.76,0.23737
679.44,176.94,0.23497
679.44,184.12,0.23263
679.44,191.3,0.23031
679.44,198.48,0.228
679.44,205.67,0.22574
679.44,212.85,0.22351
679.44,220.03,0.22128
679.44,227.21,0.21904
